"","SigStudies","SigTissues","NumUp","PctUp","NumDown","PctDown","PctUpFC","PctDownFC","TotalDiff","TotalDiffFC","notNA","FC KIRC","FC BLCA","FC BRCA","FC BRCATang","FC OV","FC PAAD","FC PAADHussain1","FC PAADHussain2","FC PRAD","FC PRADLODA","Padj KIRC","Padj BLCA","Padj BRCA","Padj BRCATang","Padj OV","Padj PAAD","Padj PAADHussain1","Padj PAADHussain2","Padj PRAD","Padj PRADLODA"
"methionylphenylalanine","","",0,0,0,0,0,0,0,0,1,0.547989281403285,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939053155758237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyl-alpha-glucopyranoside","KIRC;BRCATang;OV","Kidney;Breast;Ovary",3,0.75,0,0,0.75,0,3,3,4,2.21534906268866,NA,NA,3.36514204284475,2.92180688037274,NA,NA,NA,NA,0.28997529850011,3.44008476561358e-30,NA,NA,0.00291285436772826,0.0125080622139089,NA,NA,NA,NA,0.468945517760712
"methylglutaroylcarnitine","KIRC","Kidney",0,0,1,0.25,0,0,1,0,4,-0.974525729720603,NA,NA,NA,0.726196782187579,NA,-0.468594496554397,0.499701653395801,NA,NA,1.47472251683552e-22,NA,NA,NA,0.551900082929926,NA,0.417673928071737,0.196473703136363,NA,NA
"methylphosphate","KIRC;BRCA;BRCATang;PAADHussain1","Kidney;Breast;Pancreas",2,0.333333333333333,2,0.333333333333333,0.166666666666667,0.166666666666667,4,2,6,-0.623537847028628,NA,0.973276154276269,3.46635626868482,0.688682321507109,NA,-1.21097976806236,NA,NA,0.0359445152666289,5.46857593396908e-08,NA,6.41254910087455e-06,0.000235301776020778,0.0608301229502208,NA,0.031235645130253,NA,NA,0.953495350139187
"metoprolol","","",0,0,0,0,0,0,0,0,5,-0.340896991333846,NA,0.11637194765035,NA,0,NA,-0.250158273421468,0.227183746198591,NA,NA,0.651026426349182,NA,0.475120133228077,NA,NA,NA,0.860550593965944,1,NA,NA
"metoprolol acid metabolite*","","",0,0,0,0,0,0,0,0,5,-1.94129372577504,NA,0.0787303625076659,NA,0,NA,-0.0962771581645755,0.152101698174592,NA,NA,0.111533402787015,NA,0.378842243754332,NA,NA,NA,0.934395500267823,0.502647243728007,NA,NA
"myo-inositol","KIRC;BRCA;BRCATang;PAADHussain2;PRAD;PRADLODA","Kidney;Breast;Pancreas;Prostate",2,0.25,4,0.5,0.125,0.125,6,2,8,-1.62902767129143,NA,0.998969382493447,2.36016488009662,-0.345395569170761,NA,-1.20009067760843,-0.927641765145003,-0.554953425737033,-0.636983439725473,4.3047291250427e-26,NA,1.16829076859174e-09,0.000394970838320592,0.165855676812756,NA,0.200832406914799,0.0153894405045345,0.0198382269290961,0.000373382423481315
"myristate (14:0)","BRCA;BRCATang;OV;PAADHussain1;PAADHussain2;PRAD","Breast;Ovary;Pancreas;Prostate",3,0.375,3,0.375,0.125,0.125,6,2,8,-0.0707260989936514,NA,0.972334202637649,-0.43737780612913,0.803291496399127,NA,-0.812114217877048,-1.03706491962643,2.45498395402076,0.0106901906364584,0.0955470139011652,NA,1.08967539031111e-07,0.0171063232045056,0.0308319765872659,NA,0.027482137172568,0.00875975223279332,5.77930740264422e-05,0.834655031488503
"myristoleate (14:1n5)","KIRC;BRCA;PAADHussain1;PAADHussain2","Kidney;Breast;Pancreas",1,0.166666666666667,3,0.5,0.166666666666667,0.333333333333333,4,3,6,-0.488780754613957,NA,1.22033902415792,-0.377208968324667,0.472246312406152,NA,-1.39292552054933,-1.35626953841447,NA,NA,2.68758990249862e-12,NA,7.51008911735243e-10,0.150194614983347,0.0827798186676642,NA,0.031235645130253,0.00173520664400065,NA,NA
"myristoylcarnitine","KIRC","Kidney",1,0.5,0,0,0,0,1,0,2,0.870451046464483,NA,NA,NA,2.50717302184611,NA,NA,NA,NA,NA,5.54771754179486e-09,NA,NA,NA,0.288710531408143,NA,NA,NA,NA,NA
"n1-methyl-2-pyridone-5-carboxamide","KIRC","Kidney",0,0,1,1,0,0,1,0,1,-0.61310120928464,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13785705229789e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n1-methyladenosine","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.25,1,0.125,0.25,0.125,3,3,8,-1.82613497669065,NA,2.13480601905483,1.38954064511372,0.162864831479935,0.199599895616621,-0.255618316924334,-0.112253750222636,NA,-0.20291431038726,7.99802641191104e-36,NA,9.98177740426548e-14,0.000162635051073185,0.482884883139825,0.774100946270562,0.315077667723418,0.500376382697056,NA,0.2943471668799
"n1-methylguanosine","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.333333333333333,1,0.166666666666667,0.333333333333333,0.166666666666667,3,3,6,-2.41467963571802,NA,1.75129531445703,1.41952246348103,NA,NA,-0.851364828559555,-0.266572566745029,NA,-0.0190135135791503,6.07530341296127e-38,NA,1.65750794373683e-10,0.0335262634113209,NA,NA,0.154581131965908,0.88636828811425,NA,0.181473105697515
"n2,n2-dimethylguanosine","KIRC","Kidney",0,0,1,0.2,0,0.2,1,1,5,-2.35302922421089,NA,0.116489099222335,NA,0.453377547628706,NA,-0.116084752193091,0.076660530567872,NA,NA,3.96886727993156e-40,NA,0.480071783546335,NA,0.286262970186177,NA,0.562852675456899,0.618885685613178,NA,NA
"n2-acetyllysine","","",0,0,0,0,0,0,0,0,1,1.22960611905948,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591021007132769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-methylguanosine","KIRC","Kidney",0,0,1,0.333333333333333,0,0.333333333333333,1,1,3,-1.97972596681224,NA,NA,NA,0.510092199810098,NA,-0.163122342819284,NA,NA,NA,1.55615460814107e-34,NA,NA,NA,0.369044910176022,NA,0.675219423399958,NA,NA,NA
"n6-acetyllysine","KIRC;BRCA;BRCATang;PAADHussain1","Kidney;Breast;Pancreas",2,0.25,2,0.25,0.25,0.125,4,3,8,-2.20303168622251,NA,1.77669621585632,2.13959857060364,0.496782988063729,0.191095250088894,-0.96826468003361,-0.614946857261386,NA,0.026860339752248,2.48289821752691e-35,NA,4.9353118179455e-13,0.000162635051073185,0.789927944329517,0.635713132649168,0.0441531315243541,0.288614012029473,NA,0.889928150246702
"n6-carbamoylthreonyladenosine","KIRC","Kidney",0,0,1,0.5,0,0.5,1,1,2,-1.41335610360598,NA,NA,NA,0.46484122120659,NA,NA,NA,NA,NA,8.64195731635392e-31,NA,NA,NA,0.492252513108618,NA,NA,NA,NA,NA
"n-6-trimethyllysine","KIRC","Kidney",0,0,1,0.5,0,0,1,0,2,-0.674538058019431,NA,NA,NA,NA,NA,NA,NA,-0.0100247081682955,NA,3.50349749767464e-11,NA,NA,NA,NA,NA,NA,NA,0.989659064381345,NA
"n-acetylalanine","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.25,1,0.125,0.25,0.125,3,3,8,-1.18151952022442,NA,1.60160824637264,2.2044602452504,0.365514193463035,0.428898867710843,-0.359475645085928,0.185122447799875,NA,-0.130642006218277,8.91850710624217e-29,NA,8.49591339373852e-12,0.000884734677838126,0.419411179458713,0.0558962844366689,0.554247338473021,0.401352131092586,NA,0.229193761887514
"n-acetylarginine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,2.18940674893362,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39892357607865e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-acetylasparagine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.19516885893667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43602718110283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-acetylaspartate (naa)","KIRC;BRCA;BRCATang;OV;PAADHussain2;PRAD","Kidney;Breast;Ovary;Pancreas;Prostate",4,0.5,2,0.25,0.5,0.25,6,6,8,-3.69714086653008,NA,5.65174029793044,5.78795057799461,3.48516871382489,NA,-0.671225492361655,-1.3117595192588,1.31968256251662,0.822900365040807,2.99886332644069e-41,NA,7.21474440301276e-14,0.00222605761879859,0.00519319287724559,NA,0.264950612214892,0.00368584484174046,0.000731414520234589,0.245323323413119
"n-acetyl-aspartyl-glutamate (naag)","KIRC;BRCA;BRCATang;OV;PAADHussain2","Kidney;Breast;Ovary;Pancreas",3,0.428571428571429,2,0.285714285714286,0.428571428571429,0.285714285714286,5,5,7,-2.80495157395413,NA,2.32706009779607,6.03564338067557,2.58214262208979,NA,-0.763599732670059,-1.20057841874019,NA,0.209631641324687,6.15600479645149e-42,NA,8.06248182047592e-10,0.00392143262269495,0.00434234435258558,NA,0.0892536029697353,0.00583542754016213,NA,0.953495350139187
"n-acetylglucosamine","BRCA;PRAD","Breast;Prostate",2,0.333333333333333,0,0,0.166666666666667,0,2,1,6,-0.586987694157033,NA,1.77559136428603,NA,NA,NA,-0.954656522609968,0.0170481701360951,0.742109672398686,0.916086300656763,0.21822997655729,NA,1.74593089328535e-06,NA,NA,NA,0.206243726838109,0.330140905061112,0.0237569306243864,0.0715765779838484
"n-acetylglucosamine 6-phosphate","KIRC;BRCA;BRCATang","Kidney;Breast",3,0.6,0,0,0.4,0,3,2,5,0.997542289375998,NA,1.61083046240677,1.75924886883988,0.446287824837876,NA,NA,0.638168751450544,NA,NA,6.04395682572435e-15,NA,1.36128778299394e-11,0.000394970838320592,0.188932724761144,NA,NA,0.0704863047457723,NA,NA
"n-acetylglutamine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,2.69676203486076,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11469204307402e-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-acetylglycine","BRCATang;OV","Breast;Ovary",2,0.5,0,0,0.5,0,2,2,4,0.176686444638301,NA,NA,1.27669391470298,1.0096111749811,NA,NA,0.00709888838903964,NA,NA,0.330618206677519,NA,NA,0.0197826408956042,0.00946025712997,NA,NA,0.606825458832242,NA,NA
"n-acetylisoleucine","KIRC","Kidney",1,0.333333333333333,0,0,0,0,1,0,3,0.381005452618636,NA,-0.0119849891422365,NA,NA,NA,0.691696969015771,NA,NA,NA,0.00525383030025307,NA,0.899569540039372,NA,NA,NA,0.37315430288444,NA,NA,NA
"n-acetylleucine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.04926802994702,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33683369083231e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-acetylmethionine","KIRC;BRCA;BRCATang","Kidney;Breast",3,0.428571428571429,0,0,0.428571428571429,0,3,3,7,1.300250841239,NA,2.20352286449356,3.44495338523302,0.121704946533032,NA,-0.824201067384931,-0.0435615110499909,NA,0.0140168836320816,1.45484565015425e-21,NA,4.56313268676146e-13,0.000162635051073185,0.940945864402363,NA,0.17416902835006,0.835383017700718,NA,0.19546251119229
"n-acetylneuraminate","KIRC;BRCA;BRCATang;OV","Kidney;Breast;Ovary",3,0.375,1,0.125,0.375,0,4,3,8,1.30492099476089,NA,1.62943995131642,2.68983278943695,-0.89335999573411,NA,-0.171094769725462,0.815974427325601,0.00483318991728412,0.245020323434088,6.65200223412457e-29,NA,1.27571609483036e-10,0.00291031144025699,0.00336279228806649,NA,0.659909775428006,0.169563989662984,0.984677242853101,0.245323323413119
"n-acetylornithine","BRCA","Breast",1,0.25,0,0,0,0,1,0,4,0.156591082463751,NA,0.793205996124639,0.84909719351582,NA,0.391639117330481,NA,NA,NA,NA,0.793137110928846,NA,0.000282169443529305,0.148876999517503,NA,0.475475043041735,NA,NA,NA,NA
"n-acetylphenylalanine","KIRC","Kidney",0,0,1,1,0,0,1,0,1,-0.343740037757722,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66615110861898e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-acetylserine","KIRC;BRCA;BRCATang;PAADHussain1","Kidney;Breast;Pancreas",2,0.285714285714286,2,0.285714285714286,0.285714285714286,0,4,2,7,-0.80149940230337,NA,1.6364886911982,1.64647572451712,0.611249556301249,NA,-0.844958341415974,-0.555809139466216,NA,-0.19678817079492,7.3006126003662e-16,NA,1.27352410317046e-10,0.000162635051073185,0.399983381026995,NA,0.0475753764327604,0.0777186967443428,NA,0.470129402507468
"n-acetylthreonine","KIRC;BRCA;BRCATang;OV;PRADLODA","Kidney;Breast;Ovary;Prostate",4,0.571428571428571,1,0.142857142857143,0.285714285714286,0,5,2,7,0.375284346265723,NA,1.34345263294832,1.63377674443553,0.987886246606483,NA,-0.345708820521577,0.114204263686389,NA,-0.300684733227703,0.00230225180958158,NA,2.7431173742677e-11,0.00811859133565332,0.00828297630633305,NA,0.558243021248457,0.870096561581573,NA,0.0470376571227806
"n-acetyltryptophan","","",0,0,0,0,0,0,0,0,5,-3.38583939897557,NA,0.356283701969123,NA,0.0440247067892872,NA,-0.0628911750848692,NA,NA,-2.14223767812525,0.717344610069344,NA,0.713137840766782,NA,0.635859893580109,NA,0.716292963380558,NA,NA,0.730729779466414
"n-acetyltyrosine","","",0,0,0,0,0,0,0,0,1,0.0928866091217579,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217235217756935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-acetylvaline","","",0,0,0,0,0,0,0,0,2,-0.0303597232943296,-0.161936992360458,NA,NA,NA,NA,NA,NA,NA,NA,0.116070010947633,0.841056561918257,NA,NA,NA,NA,NA,NA,NA,NA
"naproxen","","",0,0,0,0,0,0,0,0,2,0,NA,0.0948371760994436,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"nervonate (24:1n9)","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.93287087219881,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20628441453724e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nicotinamide","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.222222222222222,1,0.111111111111111,0.222222222222222,0,3,2,9,-0.202490307825973,NA,1.79412247361289,1.96003707463982,0.352532835943903,0.42266098277543,-0.327327002267798,0.110909870858619,-0.178196869388347,0.0303510432418217,0.00755826941176226,NA,3.08855404019705e-11,0.000394970838320592,0.19784692412538,0.256500023188447,0.294209380023633,0.626394282861296,0.386034046026858,0.980108068942184
"nicotinamide adenine dinucleotide (nad+)","KIRC;BRCA;BRCATang;PAADHussain2;PRAD","Kidney;Breast;Pancreas;Prostate",3,0.333333333333333,2,0.222222222222222,0.222222222222222,0.111111111111111,5,3,9,-0.956288808817615,NA,0.599660921216856,4.16743175557808,-0.80134106586983,-0.208515352568486,-2.64831667612191,-3.37359442963314,4.26428322833781,0.952175660406885,7.85093920418422e-13,NA,9.66668693263927e-05,0.0244507539817231,0.061332095514826,0.432497938473125,0.0656268232929283,0.0179174640852591,0.00181464590203898,0.123655686052483
"nicotinamide adenine dinucleotide reduced (nadh)","BRCATang","Breast",1,0.25,0,0,0.25,0,1,1,4,0.431901026107348,NA,NA,5.00025125184457,NA,-0.764811240727016,NA,NA,NA,0.136761376577175,0.676300626394641,NA,NA,0.00346770862293859,NA,0.635713132649168,NA,NA,NA,0.386561278236823
"nicotinamide ribonucleotide (nmn)","KIRC;PAADHussain1;PAADHussain2","Kidney;Pancreas",0,0,3,0.5,0,0.333333333333333,3,2,6,-0.909207862083588,NA,NA,0.566499067833213,NA,NA,-2.71107571843084,-1.68245520998646,0.147941018363938,1.42747372329028,2.77360400719049e-06,NA,NA,0.652024662029515,NA,NA,0.027482137172568,0.0132565794826827,0.351338018957208,0.208756302909349
"nicotinamide riboside*","PRADLODA","Prostate",1,0.333333333333333,0,0,0.333333333333333,0,1,1,3,0.291892008692489,NA,NA,NA,-1.66063171752778,NA,NA,NA,NA,1.61521005165098,0.84678873983872,NA,NA,NA,0.624984419082985,NA,NA,NA,NA,0.00275769246963087
"nicotinate","","",0,0,0,0,0,0,0,0,2,0.130713073040865,NA,0,NA,NA,NA,NA,NA,NA,NA,0.196509486883997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nicotinate adenine dinucleotide (naad+)","","",0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-methylglutamate","KIRC","Kidney",0,0,1,1,0,1,1,1,1,-1.7107216232526,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11104165310348e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octanoylcarnitine","KIRC;BRCA;OV;PAADHussain1;PAADHussain2","Kidney;Breast;Ovary;Pancreas",5,1,0,0,0.8,0,5,4,5,1.10620172140285,NA,0.510588788622588,NA,3.13009778622715,NA,1.38524728785993,1.51036178128422,NA,NA,7.92990303314591e-13,NA,0.0295200345367288,NA,0.0242281042453049,NA,0.027482137172568,0.00174770517216469,NA,NA
"oleate (18:1n9)","KIRC;BLCA;BRCA;PAADHussain2;PRAD","Kidney;Bladder;Breast;Pancreas;Prostate",4,0.444444444444444,1,0.111111111111111,0.222222222222222,0.111111111111111,5,3,9,0.608254840066677,0.777494383179358,2.25437209092797,0.7130685808726,0.995531016286943,NA,-0.568522106213655,-1.50462799516975,1.93059208526845,0.418724332622002,2.20426127821669e-06,0.00840759104775684,4.34849143117471e-09,0.136423212733433,0.165855676812756,NA,0.0656268232929283,0.000388909949498021,0.00144139761063646,0.116732801071287
"oleoylcarnitine","KIRC;BRCA","Kidney;Breast",2,0.285714285714286,0,0,0.142857142857143,0,2,1,7,0.896461694428322,NA,2.16640835983613,1.5379109451922,1.80137578530003,NA,-1.36658926803116,1.0656549737188,NA,1.41416811409804,2.11897291389541e-12,NA,4.81244554186331e-08,0.150194614983347,0.940945864402363,NA,0.935117312523268,0.575996062321574,NA,0.16705682734492
"ophthalmate","KIRC;BRCA;BRCATang;PAADHussain2;PRADLODA","Kidney;Breast;Pancreas;Prostate",4,0.571428571428571,1,0.142857142857143,0.285714285714286,0,5,2,7,0.75902190445095,NA,1.51847520549976,2.55868463965888,1.22668069488403,NA,0.0227853106767413,0.832314987104743,NA,-0.786525985085726,4.02830013836463e-08,NA,0.0168601076627285,0.00811859133565332,0.504246709181295,NA,0.716808380056527,0.0333132039959102,NA,0.0202911663430164
"ornithine","BRCA;PAADHussain1;PAADHussain2","Breast;Pancreas",1,0.111111111111111,2,0.222222222222222,0,0.222222222222222,3,2,9,0.236747389607648,NA,0.941220514981494,0.68957242565854,-0.130506559088709,-0.776880579936658,-1.28769916921426,-1.34248613094274,0.0354094217403421,-0.0124380447954105,0.348166134836126,NA,1.06507521000089e-07,0.165983419771751,0.464165962850859,0.0987980625433769,0.031235645130253,0.00125535227886729,0.577590196626731,0.825337571224718
"p-acetamidophenylglucuronide","","",0,0,0,0,0,0,0,0,6,-0.860835670530362,NA,0.0816044157785514,1.71340784185767,-1.42536997471195,NA,0.0505075219885535,NA,NA,-0.96417303520905,0.0550625290136206,NA,0.436820095745358,0.25587796898928,0.934717372717968,NA,0.955070232764522,NA,NA,0.0537836935966857
"palmitate (16:0)","KIRC;BRCA;PAADHussain1;PAADHussain2;PRAD","Kidney;Breast;Pancreas;Prostate",3,0.333333333333333,2,0.222222222222222,0.222222222222222,0.111111111111111,5,3,9,0.197087166538219,0.579771330305727,1.12119425282516,-0.132052517054649,0.361645666675434,NA,-0.623168262051282,-1.08085648786178,1.61473870072721,0.0677096969421845,0.000662220813529944,0.352055939865485,4.41573108410637e-10,0.779863110421969,0.293810314964646,NA,0.027482137172568,0.00162002149471311,0.000125686581617793,0.251937830003028
"palmitoleate (16:1n7)","KIRC;BRCA;PAADHussain1;PAADHussain2;PRAD","Kidney;Breast;Pancreas;Prostate",3,0.375,2,0.25,0.25,0.125,5,3,8,0.514012691779726,NA,1.44879724207022,0.411588691500962,0.369508827656488,NA,-0.676015449759548,-1.02518015399354,3.16727362017193,0.12627326755281,7.47216420916922e-08,NA,8.27827540913315e-09,0.518870866943889,0.315126739190083,NA,0.0469038782450647,0.00194722737741837,0.00183008064000939,0.432562217507936
"palmitoyl sphingomyelin","BRCATang;PRADLODA","Breast;Prostate",1,0.2,1,0.2,0.2,0,2,1,5,-0.107844469894375,NA,NA,1.80057564516323,NA,NA,-0.0537361884446728,0.0329801395330399,NA,-0.48480577671314,0.294100379936822,NA,NA,0.000884734677838126,NA,NA,0.882493798712955,0.734252141000165,NA,0.000280732118052061
"palmitoylcarnitine","KIRC;BRCA","Kidney;Breast",2,0.333333333333333,0,0,0.166666666666667,0,2,1,6,0.52619316250316,NA,2.54572951114709,1.81389861677739,1.79150724404662,NA,-0.894775141776284,1.4511479253351,NA,NA,1.15607184901041e-07,NA,9.19154788858961e-09,0.181561155699087,0.862998988857599,NA,0.67952017401728,0.579833015800807,NA,NA
"pantothenate","KIRC;BRCA;BRCATang;PAADHussain2;PRAD","Kidney;Breast;Pancreas;Prostate",3,0.3,2,0.2,0.3,0.2,5,5,10,-2.21526653766569,0.358404006525786,1.92739370038314,2.60573757507797,-0.42576717237099,-0.680565470642608,-0.863079604735285,-1.03505457468074,1.0451420921068,-0.0503006069254471,1.04640459559734e-38,0.264419510734588,1.41749377939823e-12,0.000884734677838126,0.293810314964646,0.179007364550895,0.0656268232929283,0.0216223601130993,0.000796994925270514,0.86192019578929
"paroxetine","","",0,0,0,0,0,0,0,0,1,0.00177100203418605,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36364998073007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p-cresol sulfate","KIRC;BRCA","Kidney;Breast",1,0.142857142857143,1,0.142857142857143,0,0,2,0,7,-0.86135735028277,NA,0.839075400789364,-0.614979340333823,-0.243687671892119,NA,0.861544969356803,0.812970036333803,NA,-0.697953926163348,5.7449734316605e-06,NA,0.00180699805495104,0.0866302705383165,0.293810314964646,NA,0.17416902835006,0.0774187656767051,NA,0.0982741230857384
"pelargonate (9:0)","KIRC;BRCATang;PAADHussain1;PAADHussain2","Kidney;Breast;Pancreas",0,0,4,0.8,0,0.2,4,1,5,-0.181653931615665,NA,NA,-1.3314852628647,0.0162996742612436,NA,-0.357148246250691,-0.477272850479652,NA,NA,1.89001053862458e-06,NA,NA,0.0286672382652043,0.556462087803008,NA,0.027482137172568,0.00162002149471311,NA,NA
"penicillin g","","",0,0,0,0,0,0,0,0,3,0.0194679248482097,NA,NA,NA,NA,NA,1.95482591368161,NA,NA,-0.200010989228996,0.702244123147961,NA,NA,NA,NA,NA,0.429565851385565,NA,NA,0.374362358764685
"pentadecanoate (15:0)","KIRC;PAADHussain1","Kidney;Pancreas",1,0.25,1,0.25,0,0.25,2,1,4,0.356727577725664,NA,NA,-0.160029420690137,0.49450944567788,NA,-1.21356145274807,NA,NA,NA,9.46309820766757e-06,NA,NA,0.217437235970315,0.0653824002126361,NA,0.031235645130253,NA,NA,NA
"phenol red","","",0,0,0,0,0,0,0,0,3,-0.595980998832002,NA,0.344100609769435,NA,NA,NA,1.25475327801995,NA,NA,NA,0.769499870826827,NA,0.200199503267502,NA,NA,NA,0.0772238586866595,NA,NA,NA
"phenol sulfate","KIRC;BRCA","Kidney;Breast",1,0.142857142857143,1,0.142857142857143,0,0,2,0,7,-0.950002217547008,NA,0.73377190012947,-0.131432712315112,-1.27064702732178,NA,0.320387819178594,0.392694680098196,NA,-0.60071419006568,3.1822154071828e-08,NA,7.05524559978656e-05,0.417822554106651,0.123494947266604,NA,0.255540220496347,0.385129916558953,NA,0.0695769236973671
"phenylacetylglutamine","KIRC;BRCA","Kidney;Breast",1,0.142857142857143,1,0.142857142857143,0,0.142857142857143,2,1,7,-3.28011008618737,NA,0.79257306390394,-0.692566714659972,-0.366595972587488,NA,0.522486239847068,0.820676356439003,NA,-0.893835022413262,4.28236435800902e-39,NA,0.000104205641580717,0.165983419771751,0.165855676812756,NA,0.585306640895125,0.0774187656767051,NA,0.0616882548286519
"phenylalanine","KIRC;BRCA;BRCATang;PRAD","Kidney;Breast;Prostate",3,0.3,1,0.1,0.1,0,4,1,10,-0.759286608723605,0.114785065713805,0.707408253152359,1.47535976000708,0.444731005235909,0.311420436856781,-0.454281521563605,-0.3339134893515,0.715920895770425,-0.0334483912188306,3.65043356242765e-21,0.498912450929318,2.3227900736527e-07,0.000560973074716203,0.504246709181295,0.158444804489323,0.427642732008142,0.222047100299181,0.000313288154923523,0.374362358764685
"phenylalanylalanine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,2.98352563374829,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36854235212337e-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylarginine","","",0,0,0,0,0,0,0,0,1,0.298642863343552,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623382482296306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylaspartate","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.91009787802063,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90312887424104e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylglutamate","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.77182358919169,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4603113013006e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylglycine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.52134753784331,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10250983446047e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylleucine","KIRC","Kidney",1,0.5,0,0,0.5,0,1,1,2,2.09546780025088,NA,NA,NA,NA,NA,NA,2.88242945703609,NA,NA,6.75906541550038e-13,NA,NA,NA,NA,NA,NA,0.160043243678562,NA,NA
"phenylalanylmethionine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.29925831813627,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48506878920371e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylphenylalanine","KIRC","Kidney",1,0.5,0,0,0.5,0,1,1,2,1.43313648743089,NA,NA,NA,NA,NA,NA,1.11699153934109,NA,NA,6.58050374035682e-09,NA,NA,NA,NA,NA,NA,0.0500708575063046,NA,NA
"phenylalanylproline","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.44604040415858,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90784130070704e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylserine","KIRC;BRCATang","Kidney;Breast",2,0.666666666666667,0,0,0.666666666666667,0,2,2,3,2.14448615754664,NA,NA,1.79279480830654,NA,NA,NA,0.604499365824971,NA,NA,3.4635292955869e-24,NA,NA,0.0108386846762646,NA,NA,NA,0.56429890472745,NA,NA
"phenylalanyltryptophan","","",0,0,0,0,0,0,0,0,1,0.613373587862184,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143161396113324,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanyltyrosine","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.52040510609031,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68402711623678e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenylalanylvaline","KIRC","Kidney",1,1,0,0,1,0,1,1,1,1.26151719032155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000437727180926387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phosphate","KIRC;BRCA;BRCATang;PAADHussain1","Kidney;Breast;Pancreas",2,0.285714285714286,2,0.285714285714286,0.285714285714286,0,4,2,7,-0.323339319185796,NA,1.86877960033203,1.67268250005382,0.181413956460614,NA,-0.500954607016851,-0.23719167107638,NA,-0.200989537227085,2.86624648482379e-07,NA,1.39617526137665e-12,0.000162635051073185,0.464165962850859,NA,0.0475753764327604,0.331925368907761,NA,0.239114447076671
