"KEGG_CHEBI","GENE","DRUGBANK_CHEBI","KEGG_NAME","DRUGBANK_NAME","DRUGBANK_CATEGORY","DRUGBANK_GROUPS","DRUGBANK_ID","KEGG_PATHWAY_NAMES"
"CHEBI:18361","POLE3","CHEBI:567361","PPi","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism;Pyrimidine metabolism"
"CHEBI:18361","POLA1","CHEBI:63599","PPi","fludarabine phosphate","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;DNA (Cytosine-5-)-Methyltransferase, antagonists & inhibitors;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myeloablative Agonists;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Therapeutic Uses;Toxic Actions","approved","DB01073","Purine metabolism;Pyrimidine metabolism"
"CHEBI:18361","POLE4","CHEBI:567361","PPi","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism;Pyrimidine metabolism"
"CHEBI:18361","POLA1","CHEBI:681569","PPi","clofarabine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Chemical Actions and Uses;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Purine Analogues;Therapeutic Uses;Toxic Actions","approved;investigational","DB00631","Purine metabolism;Pyrimidine metabolism"
"CHEBI:18367","PNP","CHEBI:567361","Phosphate","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Nicotinate and nicotinamide metabolism;Purine metabolism;Pyrimidine metabolism"
"CHEBI:18367","NT5C2","CHEBI:63580","Phosphate","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:18367","PNP","CHEBI:490877","Phosphate","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Nicotinate and nicotinamide metabolism;Purine metabolism;Pyrimidine metabolism"
"CHEBI:18403","AKR1B1","CHEBI:9352","L-arabinitol","sulindac","Acetic Acid Derivatives and Related Substances;Analgesics;Analgesics, Non-Narcotic;Anti-Inflammatory Agents;Anti-Inflammatory Agents, Non-Steroidal;Antiinflammatory and Antirheumatic Products;Antiinflammatory and Antirheumatic Products, Non-Steroids;Antineoplastic Agents;Antirheumatic Agents;Central Nervous System Agents;Chemical Actions and Uses;Cyclooxygenase Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors;Enzyme Inhibitors;Hydrocarbons;Hydrocarbons, Aromatic;Hydrocarbons, Cyclic;Indenes;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Organic Chemicals;Peripheral Nervous System Agents;Pharmacologic Actions;Physiological Effects of Drugs;Polycyclic Compounds;Polycyclic Hydrocarbons, Aromatic;Sensory System Agents;Therapeutic Uses","approved","DB00605","Pentose and glucuronate interconversions"
"CHEBI:20106","COMT","CHEBI:4798","Vanillylmandelic acid","entacapone","Anti-Dyskinesia Agents;Anti-Parkinson Drugs;Catechol O-Methyltransferase Inhibitors;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;COMT Inhibitors;CYP2D6 Inhibitors (Weak);Dopamine Agents;Enzyme Inhibitors;Molecular Mechanisms of Pharmacological Action;Nervous System;Pharmacologic Actions;Therapeutic Uses","approved;investigational","DB00494","Tyrosine metabolism"
"CHEBI:25858","CYP1A2","CHEBI:6030","1,7-dimethylxanthine","isoniazide","Acids, Heterocyclic;Anti-Bacterial Agents;Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antimycobacterials;Antitubercular Agents;Chemical Actions and Uses;CYP3A4 Inhibitors (Weak);Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors (moderate);Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Inducers;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Drugs for Treatment of Tuberculosis;Fatty Acid Synthesis Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hydrazides;Hydrazines;Hypolipidemic Agents;Isonicotinic Acids;Lipid Regulating Agents;Molecular Mechanisms of Pharmacological Action;Noxae;Organic Chemicals;Pharmacologic Actions;Pyridines;Therapeutic Uses;Toxic Actions","approved","DB00951","Caffeine metabolism"
"CHEBI:25858","XDH","CHEBI:40279","1,7-dimethylxanthine","allopurinol","Antigout Preparations;Antimetabolites;Antioxidants;Antirheumatic Agents;Chemical Actions and Uses;Enzyme Inhibitors;Free Radical Scavengers;Gout Suppressants;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Preparations Inhibiting Uric Acid Production;Protective Agents;Purines;Specialty Uses of Chemicals;Therapeutic Uses;Toxic Actions;Xanthine Oxidase Inhibitors Inhibitors","approved","DB00437","Caffeine metabolism"
"CHEBI:26078","PNP","CHEBI:567361","Phosphate","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Nicotinate and nicotinamide metabolism;Purine metabolism;Pyrimidine metabolism"
"CHEBI:26078","NT5C2","CHEBI:63580","Phosphate","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:26078","PNP","CHEBI:490877","Phosphate","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Nicotinate and nicotinamide metabolism;Purine metabolism;Pyrimidine metabolism"
"CHEBI:27432","PLA2G2A","CHEBI:49662","alpha-linolenic acid","indometacin","Acetic Acid Derivatives and Related Substances;Analgesics;Analgesics, Non-Narcotic;Anti-Inflammatory Agents;Anti-Inflammatory Agents, Non-Steroidal;Antiinflammatory Agents, Non-Steroids;Antiinflammatory and Antirheumatic Products;Antiinflammatory and Antirheumatic Products, Non-Steroids;Antiinflammatory Preparations, Non-Steroids for Topical Use;Antirheumatic Agents;Cardiac Therapy;Cardiovascular Agents;Cardiovascular System;Central Nervous System Agents;Chemical Actions and Uses;Cyclooxygenase Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C9 Substrates;Enzyme Inhibitors;Gout Suppressants;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Indoles;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Ophthalmologicals;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Peripheral Nervous System Agents;Pharmacologic Actions;Physiological Effects of Drugs;Reproductive Control Agents;Sensory Organs;Sensory System Agents;Therapeutic Uses;Tocolytic Agents;Topical Products for Joint and Muscular Pain;UGT1A1 Inhibitors","approved;investigational","DB00328",""
"CHEBI:27432","PLA2G4A","CHEBI:8711","alpha-linolenic acid","quinacrine","Acridines;Aminoacridines;Anthelmintics;Anti-Infective Agents;Anticestodal Agents;Antimalarials;Antinematodal Agents;Antineoplastic Agents;Antiparasitic Agents;Antiparasitic Products, Insecticides and Repellents;Antiplatyhelmintic Agents;Antiprotozoals;Chemical Actions and Uses;Cytochrome P-450 CYP3A4 Substrates;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 3-Ring;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;Pharmacologic Actions;Therapeutic Uses","approved","DB01103",""
"CHEBI:27432","PLA2G6","CHEBI:8711","alpha-linolenic acid","quinacrine","Acridines;Aminoacridines;Anthelmintics;Anti-Infective Agents;Anticestodal Agents;Antimalarials;Antinematodal Agents;Antineoplastic Agents;Antiparasitic Agents;Antiparasitic Products, Insecticides and Repellents;Antiplatyhelmintic Agents;Antiprotozoals;Chemical Actions and Uses;Cytochrome P-450 CYP3A4 Substrates;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 3-Ring;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;Pharmacologic Actions;Therapeutic Uses","approved","DB01103",""
"CHEBI:27432","PLA2G2A","CHEBI:47381","alpha-linolenic acid","Diclofenac;diclofenac","Acetic Acid Derivatives and Related Substances;Acids, Carbocyclic;Analgesics;Analgesics, Non-Narcotic;Anti-Inflammatory Agents;Anti-Inflammatory Agents, Non-Steroidal;Antiinflammatory Agents, Non-Steroids;Antiinflammatory and Antirheumatic Products;Antiinflammatory and Antirheumatic Products, Non-Steroids;Antiinflammatory Preparations, Non-Steroids for Topical Use;Antirheumatic Agents;Carboxylic Acids;Central Nervous System Agents;Chemical Actions and Uses;Cyclooxygenase Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2B6 Substrates;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Dermatologicals;Enzyme Inhibitors;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Ophthalmologicals;Organic Chemicals;P-glycoprotein/ABCB1 Inhibitors;Peripheral Nervous System Agents;Pharmacologic Actions;Phenylacetates;Physiological Effects of Drugs;Sensory Organs;Sensory System Agents;Therapeutic Uses;Topical Products for Joint and Muscular Pain","approved;vet_approved","DB00586",""
"CHEBI:27470","DHFR","CHEBI:8455","folic acid","proguanil","Amidines;Anti-Infective Agents;Antimalarials;Antimetabolites;Antiparasitic Agents;Antiparasitic Products, Insecticides and Repellents;Antiprotozoals;Biguanides;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A4 Substrates;Guanidines;Molecular Mechanisms of Pharmacological Action;Noxae;Organic Chemicals;Pharmacologic Actions;Therapeutic Uses;Toxic Actions","approved","DB01131","Folate biosynthesis;One carbon pool by folate"
"CHEBI:27470","DHFR","CHEBI:8673","folic acid","pyrimethamine","Anti-Infective Agents;Antimalarials;Antiparasitic Agents;Antiparasitic Products, Insecticides and Repellents;Antiprotozoals;Chemical Actions and Uses;Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors (moderate);Cytochrome P-450 CYP2D6 Inhibitors;Diaminopyrimidines;Enzyme Inhibitors;Folic Acid Antagonists;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Molecular Mechanisms of Pharmacological Action;Pharmacologic Actions;Pyrimidines;Therapeutic Uses","approved;vet_approved","DB00205","Folate biosynthesis;One carbon pool by folate"
"CHEBI:27470","DHFR","CHEBI:45924","folic acid","trimethoprim","Anti-Infective Agents;Anti-Infective Agents, Urinary;Antibacterials for Systemic Use;Antiinfectives for Systemic Use;Antimalarials;Antiparasitic Agents;Antiprotozoals;Chemical Actions and Uses;Chemically-Induced Disorders;Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C8 Inhibitors (moderate);Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors (moderate);Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP3A4 Substrates;Cytochrome P-450 Enzyme Inhibitors;Drug-Related Side Effects and Adverse Reactions;Enzyme Inhibitors;Folic Acid Antagonists;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Metabolic Side Effects of Drugs and Substances;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inducers;P-glycoprotein/ABCB1 Inhibitors;Pharmacologic Actions;Pyrimidines;QTc-Prolonging Agents (Indeterminate Risk and Risk Modifying);Renal Agents;Sulfonamides and Trimethoprim;Therapeutic Uses;Trimethoprim and Derivatives","approved;vet_approved","DB00440","Folate biosynthesis;One carbon pool by folate"
"CHEBI:27470","DHFR","CHEBI:17833","folic acid","gentamycin","Aminoglycoside Antibacterials;Aminoglycosides;Anti-Bacterial Agents;Anti-Infective Agents;Antibacterials for Systemic Use;Antibiotics for Topical Use;Antiinfectives;Antiinfectives for Systemic Use;Carbohydrates;Chemical Actions and Uses;Dermatologicals;Enzyme Inhibitors;Glycosides;Molecular Mechanisms of Pharmacological Action;Ophthalmological and Otological Preparations;Ophthalmologicals;Otologicals;Pharmacologic Actions;Protein Synthesis Inhibitors;Sensory Organs;Therapeutic Uses","approved;vet_approved","DB00798","Folate biosynthesis;One carbon pool by folate"
"CHEBI:27732","CYP1A2","CHEBI:6030","caffeine","isoniazide","Acids, Heterocyclic;Anti-Bacterial Agents;Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antimycobacterials;Antitubercular Agents;Chemical Actions and Uses;CYP3A4 Inhibitors (Weak);Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors (moderate);Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Inducers;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Drugs for Treatment of Tuberculosis;Fatty Acid Synthesis Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hydrazides;Hydrazines;Hypolipidemic Agents;Isonicotinic Acids;Lipid Regulating Agents;Molecular Mechanisms of Pharmacological Action;Noxae;Organic Chemicals;Pharmacologic Actions;Pyridines;Therapeutic Uses;Toxic Actions","approved","DB00951","Caffeine metabolism"
"CHEBI:28918","COMT","CHEBI:4798","(R)-adrenaline","entacapone","Anti-Dyskinesia Agents;Anti-Parkinson Drugs;Catechol O-Methyltransferase Inhibitors;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;COMT Inhibitors;CYP2D6 Inhibitors (Weak);Dopamine Agents;Enzyme Inhibitors;Molecular Mechanisms of Pharmacological Action;Nervous System;Pharmacologic Actions;Therapeutic Uses","approved;investigational","DB00494","Tyrosine metabolism"
"CHEBI:28946","XDH","CHEBI:40279","theobromine","allopurinol","Antigout Preparations;Antimetabolites;Antioxidants;Antirheumatic Agents;Chemical Actions and Uses;Enzyme Inhibitors;Free Radical Scavengers;Gout Suppressants;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Preparations Inhibiting Uric Acid Production;Protective Agents;Purines;Specialty Uses of Chemicals;Therapeutic Uses;Toxic Actions;Xanthine Oxidase Inhibitors Inhibitors","approved","DB00437","Caffeine metabolism"
"CHEBI:28997","ADA","CHEBI:4653","2'-deoxyinosine","dipyridamole","Blood and Blood Forming Organs;Cardiovascular Agents;Chemical Actions and Uses;Enzyme Inhibitors;Fibrinolytic Agents;Hematologic Agents;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hypotensive Agents;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Platelet Aggregation Inhibitors;Platelet Aggregation Inhibitors Excl. Heparin;Pyrimidines;Therapeutic Uses;Vasodilator Agents","approved","DB00975","Purine metabolism"
"CHEBI:29009","MAOB","CHEBI:63620","N(tele)-methylhistamine","rasagiline","Anti-Parkinson Drugs;Central Nervous System Agents;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Substrates;Dopamine Agents;Enzyme Inhibitors;Molecular Mechanisms of Pharmacological Action;Monoamine Oxidase B Inhibitors;Monoamine Oxidase Inhibitors;Nervous System;Neuroprotective Agents;Pharmacologic Actions;Physiological Effects of Drugs;Protective Agents;Serotonin Modulators;Specialty Uses of Chemicals;Therapeutic Uses","approved","DB01367","Histidine metabolism"
"CHEBI:29009","MAOA","CHEBI:83531","N(tele)-methylhistamine","moclobemide","Acids, Carbocyclic;Amides;Antidepressive Agents;Benzamides;Benzene Derivatives;Benzoates;Carboxylic Acids;Central Nervous System Agents;Chemical Actions and Uses;Chlorobenzoates;CYP2D6 Inhibitors (Weak);Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors (moderate);Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Inducers;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2D6 Substrates;Enzyme Inhibitors;Hydrocarbons;Hydrocarbons, Aromatic;Hydrocarbons, Cyclic;Molecular Mechanisms of Pharmacological Action;Monoamine Oxidase a Inhibitors;Monoamine Oxidase Inhibitors;Nervous System;Organic Chemicals;Pharmacologic Actions;Psychoanaleptics;Psychotropic Drugs;Serotonin Modulators;Therapeutic Uses","approved","DB01171","Histidine metabolism"
"CHEBI:29073","DBH","CHEBI:4659","Ascorbate","disulfiram","Acetaldehyde Dehydrogenase Inhibitors;Acids;Acids, Acyclic;Acids, Noncarboxylic;Alcohol Deterrents;Anions;Antiparasitic Products, Insecticides and Repellents;Carbamates;Carboxylic Acids;Central Nervous System Agents;Chemical Actions and Uses;CYP2D6 Inhibitors (Weak);CYP2E1 Inhibitors (Strong);Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Disulfides;Ditiocarb;Drugs Used in Addictive Disorders;Drugs Used in Alcohol Dependence;Ectoparasiticides, Incl. Scabicides;Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents;Electrolytes;Enzyme Inhibitors;Gases;Hydrogen Sulfide;Inorganic Chemicals;Ions;Molecular Mechanisms of Pharmacological Action;Nervous System;Organic Chemicals;Pharmacologic Actions;Sulfides;Sulfur Compounds;Sulfur Containing Products;Therapeutic Uses;Thiocarbamates","approved","DB00822","Tyrosine metabolism"
"CHEBI:29888","POLA1","CHEBI:63599","PPi","fludarabine phosphate","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;DNA (Cytosine-5-)-Methyltransferase, antagonists & inhibitors;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myeloablative Agonists;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Therapeutic Uses;Toxic Actions","approved","DB01073","Purine metabolism;Pyrimidine metabolism"
"CHEBI:29888","POLA1","CHEBI:63612","PPi","nelarabine","Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Immunosuppressive Agents;Myelosuppressive Agents;Purine Analogues","approved;investigational","DB01280","Purine metabolism;Pyrimidine metabolism"
"CHEBI:29888","POLE4","CHEBI:567361","PPi","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism;Pyrimidine metabolism"
"CHEBI:29888","ENPP1","CHEBI:63580","PPi","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Pantothenate and CoA biosynthesis"
"CHEBI:29888","POLE2","CHEBI:567361","PPi","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism;Pyrimidine metabolism"
"CHEBI:29888","HPRT1","CHEBI:50667","PPi","Mercaptopurine;mercaptopurine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:29888","POLA1","CHEBI:681569","PPi","clofarabine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Chemical Actions and Uses;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Purine Analogues;Therapeutic Uses;Toxic Actions","approved;investigational","DB00631","Purine metabolism;Pyrimidine metabolism"
