pseudouridine,0.506184,0.322023,0.219605,1,0.45668,0.219605,0.219605,0.219605,0.220524,0.498649,0.617162,0.536715,0.405602,0.753591,0.219605,0.399013,0.219605,0.219605,0.489499,0.319715,0.423661,0.946173,0.789408,0.219605,0.55997,0.219605,0.219605,0.508261,0.449679,0.219605,0.489917,0.459373,0.371238,0.69474,0.219605,0.29732,0.361387,0.522673,0.320616,0.420548,0.219605,0.865158,0.219605,0.243792,0.477366,2.034889,0.489223,0.724814,0.416103,0.762395,0.445114,0.31666,0.219605,0.43735,0.632293,0.514279,0.452554,0.568968,0.462583,0.746608,0.219605,0.27594,0.674113,0.479555,0.524769,0.416656,0.447315,0.801882,0.63632,0.366108,0.242668,0.689441,0.892557,0.558229,0.989081,0.729356,0.219605,0.387167,0.377998,0.317245,0.594985,0.512259,0.545043,1,0.419056,0.219605,0.374891,0.251213,0.41454,0.507834,0.370198,0.562796,0.553986,0.742545,0.219605,0.367004,0.219605,0.871612,0.754592,0.99363,0.470383,0.608957,0.511605,0.587327,0.219605,0.219605,0.517844,0.668234,0.794189,0.764329,0.587246,0.451982,0.430513,0.308933,0.47622,1.155281,0.591537,0.273253,0.65506,0.726167,0.37266,0.816278,0.219605,0.486586,0.532024,0.634621,0.674363,0.219605,0.219605,0.219605,0.219605,0.219605,0.219605,0.851622,1.495669,0.48483,0.668024,0.454006,2.993685,0.94282,1.271599,2.960046,1.390409,1.867239,0.987741,1,1.261892,1.609556,1.167558,1.594551,1.575307,0.655051,2.037988,1.012259,0.891243,1.084968,2.362909,0.948918,2.294024,2.743635,1.474763,2.020946,2.328578,0.219605,0.564926,1.445421,1.840644,1.408553,1.792962,2.518669,0.701245,1.637866,1.488089,1.012565,0.977791,2.306229,0.789317,0.867221,0.735556,0.91818,1.515448,1.253339,2.441702,2.751284,1.358945,2.718622,2.669558,1.813673,1.535129,1.491478,1.06075,2.112253,1.983047,2.47226,2.223846,2.334393,1.629293,1.432956,1.023154,1.251297,1.977111,1.722229,2.844615,1.6049,2.610122,1.268425,1.083895,2.182409,1.019515,1.57105,2.681628,1.814042,1.931323,2.538828,1.366481,1.798606,2.580907,1.101004,1.022209,1.469158,1.418911,2.4967,1.605246,1.435275,1.866847,1.229109,1.819784,2.021397,1.360833,3.534292,1.125985,2.954889,1.622487,1.401303,1,1.9775,8.234621,3.037574,2.385882,2.959914,1.557568,2.028847,0.612365,1.687018,2.280861,2.096832,1.438446,2.358238,2.892932,0.659489,2.077971,0.819807,1.248205,1.829166,2.920947,1.047884,1.735157,3.060865,2.071542,2.175508,1.234384,1.056591,1.491291,2.276143,1.00637,3.143878,1.894807,1.198118,1.417012,0.219605,0.791434,1.763678,1.470245,1.499649,2.287,1.867502
putrescine,2.660691,0.295403,0.303902,0.202004,0.271443,0.398899,0.192184,0.075988,0.761383,2.33689,2.551824,0.791193,0.872174,1.263857,1.216505,3.082861,52.889057,0.859087,8.427234,1,1.651857,3.14685,2.252378,4.854101,5.718817,1.16664,1.050884,2.044635,15.698129,0.182174,1.468812,8.925619,0.219406,13.285186,0.85807,4.899615,0.995563,0.767789,2.15543,0.564183,1.896347,5.543641,4.537014,9.374614,0.778184,5.27639,2.3169,4.571373,2.171158,4.036681,0.297246,0.821625,1.244387,7.432873,9.211207,1.25243,1.724943,0.598332,2.737231,7.795695,1.251361,0.075988,1.667898,4.975626,1.352416,8.648713,2.676424,2.965339,2.085223,4.516868,3.573008,2.338832,0.959731,9.362736,7.891372,0.979773,3.505344,1.259896,0.451643,1.691487,2.27982,6.037389,2.410536,2.363664,0.954414,1.007035,4.80932,2.138816,0.764181,2.95461,1.376755,0.075988,6.220743,6.897894,1.316093,0.637257,0.136883,27.333124,4.249778,4.449749,4.857627,4.281391,13.422316,2.684683,0.742059,11.667829,2.437286,18.646683,2.020381,8.087457,7.847999,21.595316,0.992965,4.408288,1.024277,7.405336,5.27792,1.290708,0.075988,3.234422,1,3.541589,2.342912,1.499485,4.397659,1.629545,9.463302,0.625088,0.313807,0.921063,1.178004,2.198456,0.097243,0.959401,0.406837,1.691152,4.13715,1.079836,0.198907,0.742316,0.147407,0.075988,1.101339,0.075988,0.350091,0.267419,0.108109,0.748702,1.483425,0.075988,0.8965,0.613678,0.415539,0.526293,1.604755,0.933497,0.180588,0.649835,0.652086,0.750502,0.600725,0.233321,0.697751,0.256501,0.210129,0.123463,0.528541,0.194343,1.945216,1.020227,1.977517,1.039152,1.394767,0.975723,1.851541,0.932382,0.163548,0.614817,0.611415,2.699954,1,1.566143,0.568017,0.342952,0.24339,0.768002,0.707979,0.275471,0.55094,0.603576,0.235666,0.4558,0.354075,0.411919,0.660221,0.825427,0.460916,1.750708,1.046268,0.772466,0.257824,0.97658,0.075988,1.167727,0.41486,2.536115,0.335663,0.075988,1.355695,0.86959,0.167081,1.562009,0.365771,0.409272,0.812116,0.459538,0.075988,0.075988,5.405231,0.256179,0.846768,0.563852,0.85019,0.20174,0.388022,0.359098,0.445682,0.399147,0.375147,0.98835,1.961148,6.270138,0.433575,1.152867,0.075988,1.004436,0.663926,1,1,0.075988,0.523459,0.303117,0.293685,0.470879,0.203406,6.729515,0.934463,2.927546,0.3155,0.316222,0.183885,0.657604,2.103909,1.307481,1.762302,0.294804,3.613434,0.663207,0.176992,0.450442,0.926657,0.075988,0.353056,0.670819,1.094553,0.205008,0.075988,1.904577,0.100264,0.177094,0.711477,0.513971,0.075988,0.232,0.542796,0.425459
pyridoxal,0.239595,0.221882,0.221665,0.757133,0.221665,0.933578,0.221665,0.881457,0.463215,0.796199,0.221665,0.383193,0.221665,0.221665,0.221665,0.221665,0.601754,0.221665,0.830765,0.484613,0.380204,0.956389,1,0.221665,0.374324,0.221665,0.972063,0.650999,0.722111,0.221665,0.221665,0.471813,0.221665,0.221665,0.380546,0.733223,0.221665,0.781609,0.536207,0.317797,0.724287,0.80076,1.012653,0.806654,0.536889,1.058892,0.717532,0.557857,0.221665,0.221665,0.890553,0.388448,0.47067,0.358925,0.4773,0.221665,0.681029,0.221665,0.523208,0.372455,0.221665,0.541829,0.221665,0.221665,0.904787,0.548222,0.711262,0.221665,0.481624,1.038494,0.380266,0.221665,0.316774,0.632128,1.190783,0.99087,0.221665,0.684832,0.911104,0.495369,0.221665,0.221665,0.797897,0.370942,0.520795,1.01105,0.83286,0.623501,0.221665,0.826199,0.30865,0.221665,0.440586,0.221665,0.331238,0.582653,0.221665,0.467955,0.513038,0.811433,0.221665,0.735931,0.221665,0.221665,0.642944,0.221665,0.760257,0.221665,0.32162,0.43487,0.577693,0.321395,0.221665,0.221665,0.807421,0.221665,0.801571,0.341044,0.221665,0.42112,0.597542,0.547341,0.565981,0.971439,0.221665,0.356084,0.221665,0.221665,1.030947,1.022094,0.661711,0.784932,0.671289,0.221665,1.424917,0.823869,0.727912,0.476895,1.172056,1,2.129353,2.357217,0.714822,1.693378,1.088641,1.948546,1.670129,2.440014,0.975041,1.900146,0.950893,0.555233,1.857908,1.306924,1.933354,1.301418,1.748725,1.2517,1.578234,1.652691,1.415295,2.129563,1.562941,0.987347,1.283303,1.749617,1.294745,2.995328,2.345324,2.456327,0.762612,0.576984,2.31739,1.273723,0.809144,1.554513,1.19848,0.221665,0.486411,1,1.192343,2.622065,1.527546,2.213965,0.777884,1.698923,2.827195,1.753443,2.24392,1.189775,1.739669,1.806607,0.728909,1.599805,1.345234,1.410952,1.50453,0.918933,0.702928,2.187565,0.672131,1.408002,2.120282,1.043612,2.158244,0.665567,0.833859,1.646522,1,1.74219,1.219403,1.095213,1.501657,1.40573,1.477291,1.592486,1.596967,1.815592,0.221665,1.672666,0.221665,1.572461,1.463948,1.80578,1.61355,1.956594,2.507699,0.912763,1.816947,1.51953,0.339629,0.221665,1.758321,1.222867,1.85422,1.637097,1.582635,1.537386,1.388854,1.476534,0.977906,1.34899,0.221665,1.264818,1,1.256391,0.323452,0.523002,1.225433,1.51787,1.202118,0.581425,0.862767,0.460808,1.412884,2.015497,0.464533,1.508727,1.579873,1.175017,1.842261,1.864438,1.715038,1.383147,0.221665,2.459502,1.936633,1.993675,2.12038,1.814593,1.712898,1.320715,1.641797,1.723446,2.080171,0.625751
pyridoxate,0.210845,1.225936,0.210845,0.487636,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.41617,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,1.533816,0.432194,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.806583,0.210845,0.663738,0.210845,0.210845,0.210845,5.754048,0.210845,0.634106,0.210845,0.642068,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.439644,0.568752,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.772238,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.847658,0.784898,0.210845,0.515919,0.622947,1.267017,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,1.67345,0.210845,0.210845,0.210845,0.210845,0.460463,0.534017,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.210845,0.827324,0.532269,0.210845,0.210845,0.210845,3.334969,0.210845,0.210845,0.715982,0.210845,0.210845,0.210845,0.210845,0.210845,0.9953,0.210845,0.542936,0.210845,0.622956,0.210845,0.210845,0.210845,0.210845,0.377476,0.210845,0.210845,0.489997,0.375262,0.210845,0.210845,0.426963,0.210845,0.210845,0.210845,0.210845,0.781917,1.016885,0.210845,0.210845,0.339978,3.082389,1.808044,0.904776,0.817568,1.591706,0.862647,0.668189,0.822759,1.009819,1.324307,1.222827,0.579353,0.655017,0.210845,1.335731,0.633062,0.827568,1.493287,1.185727,0.570109,0.517639,1.731402,0.749955,1.063059,0.734191,0.210845,0.210845,1.095751,1.261631,1.493968,0.825083,1.880001,0.64688,0.912319,1.560139,1.246328,1.292527,1.637586,0.210845,0.287608,0.210845,0.704799,1.088107,1.565276,1.421361,7.659394,1.607175,0.565197,0.68371,0.65488,1.148831,1.017867,0.667463,0.713555,2.542524,1.088335,0.830421,0.578236,1.696026,1.36772,0.9325,1.020739,0.90496,0.707869,1.117174,1.125992,1.903176,0.976559,1.029015,2.155493,1.095212,0.210845,2.841358,1.601593,2.314372,1.484478,0.863311,1,2.920608,0.635238,0.947542,1.071985,0.587713,3.898784,0.768571,1.214251,1.755861,0.990181,1.189329,1.782155,0.928015,2.13296,0.818139,6.095521,1.060495,0.982133,0.50863,0.649236,8.518643,1.978756,1.419544,0.983078,0.429866,1.391612,0.933389,1.043088,2.358514,0.983115,1.423022,1.544374,1.448627,1.276178,1.312021,0.60745,3.223229,1,1.836013,0.663335,1.795078,3.155075,1.259212,0.817818,1.207641,2.158405,1.951797,1.42258,0.210845,1.274611,0.478582,1.023441,0.880388,0.210845,0.666119,1.606179,0.819001,0.391058,0.874008,0.389668
pyroglutamine*,5.101457,0.724864,0.771841,0.432954,0.940404,0.489044,1.445073,0.206977,3.166035,1.093244,21.709846,0.462592,0.476333,1.011847,0.60749,18.479658,3.535588,0.43192,3.069268,1.795727,2.587675,2.613221,2.189151,11.670894,3.468764,0.599536,8.608739,6.796804,0.700908,0.32491,4.634636,0.988153,0.969135,1.931264,1.315803,10.709751,0.335035,1.73916,1.725907,0.869486,1.162036,5.146346,0.826899,1.539878,2.345507,3.585509,8.936817,13.49058,2.018425,0.416414,0.206977,1.23593,2.822065,5.945936,1.972352,1.098281,0.752058,0.681586,2.786164,2.99677,1.149765,0.975751,1.060712,2.319769,5.47507,1.01534,5.339827,1.350346,0.838069,5.259709,2.019842,0.451095,1.428668,3.609073,5.417318,1.480978,3.684487,1.291761,1.350118,1.891598,1.383747,1.235324,16.955254,2.175533,9.592446,2.139877,1.420555,0.553916,0.344602,1.828451,1.591443,0.240316,2.101644,3.574018,0.836969,20.157558,0.331972,10.159142,1.363797,0.468905,5.375293,0.21114,16.363739,2.429317,3.531984,3.995457,0.847408,2.48106,2.762917,9.193246,2.236122,4.079132,0.757456,6.075654,3.076522,8.160645,2.95354,0.610511,0.98466,1.493067,1.249465,6.623493,4.588802,3.596675,0.690331,5.79051,5.271717,1.081297,1.341488,0.3663,0.619586,1.479357,0.282783,0.424893,0.372394,2.289871,1.295044,2.487375,1.080598,0.821282,0.321479,0.638391,0.767022,0.541431,0.358209,0.347221,0.842771,0.850171,1.568439,0.442013,0.625013,1.039585,1.134434,1.216395,0.64152,0.83841,0.958697,0.617365,1.024532,0.695989,1.434223,1.104575,1,0.272697,1.078215,0.812512,0.988622,0.351369,1.29192,1.074781,1.030865,1.514016,0.993052,2.339522,0.311481,0.934455,1.316239,0.644366,0.228551,0.527228,0.476875,1.133696,1.041303,1.011378,1.26337,1.518773,0.820702,0.608593,0.567148,0.780358,0.443328,1.122163,1.32013,0.578891,0.875554,0.441182,0.648847,0.849604,1.354977,0.921539,0.922516,0.536752,0.653744,0.793368,0.913977,0.42074,0.852697,0.954935,0.760178,0.796953,1.485502,0.567997,0.906361,0.831784,1.581188,1.628189,0.851993,0.47055,0.567587,0.448309,0.844876,0.805782,0.504699,0.603048,1.006948,1.833927,0.482251,0.533506,0.36287,1.027979,0.862434,0.685678,0.488818,0.89798,0.692904,1.092742,0.803954,0.524345,0.914702,0.330965,2.582824,0.567148,0.970435,0.891306,1.097355,0.911902,1.412113,1.524038,0.620054,0.521915,0.502039,0.738418,1.024249,1.416175,0.879919,0.498089,1.108237,1.521285,0.805457,1.318312,1.596066,0.391972,0.334393,0.716735,0.975468,1.054739,0.71361,0.568734,0.721703,0.327355,0.515109,0.349412,0.420196,1.223185,0.972166,0.270947
pyrophosphate (PPi),0.455548,0.911958,0.476843,0.362356,2.336801,1.930134,0.162634,1.138426,1.00927,1.345614,2.735921,2.232873,1.246825,1.214123,0.162634,0.162634,0.380489,1.166108,0.347616,0.881811,0.63991,0.555497,0.32594,0.162634,0.162634,1.647688,0.415564,0.368803,0.455109,1.915521,1.259543,1.287262,0.162634,0.162634,4.377049,0.162634,0.766694,0.380607,0.603624,1.356157,1,0.162634,0.850723,0.61322,2.345668,0.610181,0.808175,0.245488,0.298363,0.162634,0.162634,0.901468,1.312707,0.479937,0.894807,1.244035,0.507456,0.813842,0.864631,0.162634,0.903694,0.162634,0.76952,1.080049,0.841758,0.288162,1.453433,2.027823,0.162634,0.952619,0.185211,2.435149,1.580178,0.71963,1.922917,1,0.162634,0.162634,0.881526,0.37378,0.565684,0.667859,1.237975,0.740745,0.162634,0.162634,0.568616,1.070895,0.979233,0.961232,0.492829,0.162634,0.162634,0.162634,0.162634,0.860586,0.645336,1.129139,0.444295,0.788056,0.32248,0.513188,0.162634,0.162634,0.634347,0.307712,0.962995,0.899577,0.78192,0.185178,0.278979,0.162634,0.162634,0.994752,0.431546,0.903834,0.798773,0.608808,0.462262,1.077392,1.212692,0.162634,1.323779,0.691268,0.666618,1.790893,0.966544,1,0.162634,0.162634,0.162634,1.005248,1.036842,1.407357,3.198002,0.553819,0.554951,2.275904,1.762684,1.307067,1.033456,6.769386,1.116081,0.162634,0.162634,2.175415,1.292011,1.020767,1.092597,2.885376,0.821354,0.162634,0.162634,0.162634,1.885099,2.282075,1.325109,0.514753,1.271569,2.201066,0.428521,0.162634,0.162634,1.575056,1.870804,1.916118,1.001968,0.95555,1.839328,0.555119,0.162634,0.162634,2.119029,0.706136,0.958238,1.163696,0.429977,2.633623,0.162634,0.162634,1.30503,2.10314,1.298566,2.400379,1.911003,0.697508,0.941405,0.162634,0.162634,2.334602,0.266367,0.703951,0.967485,1.567431,0.963804,0.826542,0.855351,0.162634,1.560575,1.034346,1.300236,1.433115,1.409344,1.784272,0.162634,0.162634,0.162634,0.635904,0.680372,1.134057,2.623117,1.445158,1.720454,0.162634,0.162634,0.162634,1.248596,1.657326,1.639995,1.951342,0.741218,1.270125,0.162634,0.162634,1.620642,0.681568,1.546591,1.844797,1.110777,0.781222,0.162634,0.162634,0.162634,0.980018,0.763327,0.702419,0.905551,1.281431,0.630427,1.711637,0.162634,0.162634,0.696679,1.604406,3.511788,0.554881,1.266183,1.488611,0.162634,0.162634,0.162634,0.749133,1,0.845862,1.148012,2.002993,2.47349,0.162634,0.162634,0.162634,1.890861,2.145607,0.701608,0.998032,0.875785,3.495411,3.119403,0.727179,0.162634,0.637601,2.529575,1.245795,1.507277,2.195037,2.269813,0.162634
quebrachitol,0.505382,0.723482,0.910034,1.97973,0.266029,1.725312,0.266029,0.266029,0.266029,0.666321,1.321415,0.266029,0.266029,1.313726,0.266029,0.266029,0.266029,0.401154,2.181632,0.266029,0.266029,11.268606,0.266029,0.266029,0.266029,0.266029,0.458955,6.258814,0.266029,0.266029,0.266029,0.266029,0.266029,0.818337,0.266029,1.176054,0.266029,0.266029,1.800059,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,1.122697,0.266029,1.786563,2.078472,0.266029,2.393248,4.544984,0.266029,1.38836,1,1.823113,0.266029,0.926266,0.266029,0.266029,1.062516,0.266029,0.676833,0.968454,0.266029,1.332161,1.136114,0.266029,0.266029,0.972566,0.899248,0.266029,0.972844,0.266029,0.266029,0.266029,1.068955,1.181663,0.266029,0.266029,0.266029,1.234599,0.266029,0.266029,1.217004,1.565043,0.266029,0.266029,0.404507,2.458167,1.626358,0.266029,0.728788,0.266029,0.480662,0.266029,0.266029,0.886382,0.266029,0.266029,0.50167,1.060752,0.319292,0.268007,0.266029,0.266029,0.266029,0.656375,0.597953,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,1.071062,0.266029,0.266029,0.713592,1.553746,0.266029,1.040803,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,3.915808,1.116875,0.266029,0.266029,2.247165,0.266029,0.266029,0.910404,4.076005,0.890731,1.948865,0.594473,0.767654,2.443828,0.266029,0.934353,0.266029,0.898086,0.266029,1.213688,2.358776,0.266029,0.266029,0.266029,0.266029,0.750665,1.483806,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.814762,0.266029,1.066615,0.556709,0.850206,0.266029,0.456746,1.062745,0.939248,0.266029,0.266029,0.56834,1.855838,1.615069,1.234069,1,0.63687,0.754557,0.266029,0.266029,0.266029,0.726712,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,6.906276,0.266029,0.837972,0.266029,0.578726,0.892984,1.182309,1.027434,0.266029,0.700094,1.17822,0.524662,0.266029,0.943164,0.510012,0.315393,0.266029,1.113618,3.595023,0.708955,0.266029,0.266029,2.460066,0.266029,0.266029,1.362313,1.466893,1.405457,0.266029,0.597182,0.266029,0.266029,0.266029,0.266029,0.266029,0.266029,0.355448,0.266029,0.266029,0.266029,0.266029,0.266029,1.998464,1.22843,0.824701,0.333523,0.737891,0.937255,0.586754,1,0.329587,0.308441,0.959197,0.588398,0.266029,1.167801,0.266029,1.368853,0.618949,0.266029,0.266029,0.266029,1.244249,0.266029,1.169608,0.804026,5.935215
quinate,0.210964,0.380483,0.471355,1.247689,0.548085,0.08027,0.41823,0.216926,0.71319,2.113138,2.193222,0.08027,1.044747,1.267816,0.314191,0.72717,2.505252,0.611638,0.963056,1.728432,0.08027,0.656519,0.875216,1.07322,0.550496,0.23128,1.052905,0.803064,0.420277,0.700147,1.719878,0.174919,0.405086,0.349094,1,1.761382,0.08027,0.08027,0.730621,0.08027,0.311365,0.948666,0.08027,0.556441,0.741616,0.402013,1.415016,0.534696,0.140645,0.948351,0.198076,1.162978,0.08027,1.361677,0.221051,0.882186,0.193497,0.08027,0.294978,1.630659,0.378954,0.08027,1.269618,2.54529,0.713217,1.242894,3.067703,1.257714,1.12079,0.346724,0.86822,0.420213,0.38057,0.184619,0.246975,0.677028,1.282065,1,0.558595,0.851262,1.930537,0.775431,3.889673,0.551381,0.109508,0.229295,0.19541,0.08027,0.577625,8.771926,0.280012,0.99569,2.303247,0.08027,1.114064,1.155159,0.08027,2.832093,3.227001,1.785409,0.975005,0.913576,0.210796,0.120327,0.406791,1.893697,1.124131,1.221805,1.806814,0.240458,2.433061,3.957418,2.207927,0.08027,0.751117,0.747192,2.473059,0.606726,1.00431,0.715795,1.150468,1.615944,0.08027,0.609499,0.753887,0.724233,1.450411,0.105226,0.476101,0.08027,0.08027,1.698702,0.858616,0.843702,0.08027,1.049256,0.375934,0.768705,1.036944,0.625085,4.504984,4.079435,0.27199,0.08027,0.18482,0.259168,1.115037,0.341648,8.46042,0.08027,0.560619,1.39587,1.390439,1.206365,1.661447,1.683301,0.667835,0.820094,0.22683,2.961712,0.835253,1.578789,0.557981,0.134142,1.45605,0.522087,0.493038,0.397882,4.903937,0.741605,0.91422,0.08027,2.480057,1.345987,0.08027,1.040206,0.656716,0.32294,0.370271,3.62574,0.08027,0.420225,2.101398,0.852268,1.810049,0.822172,1.060351,1.051649,1.218201,4.175869,0.08027,2.152988,0.504948,2.318911,2.350989,0.579219,1.179747,2.951974,1.623993,1.099779,5.193446,3.538441,2.72031,2.129104,7.906957,6.972244,0.562117,2.793297,1.157698,0.641693,1,1.085306,0.24351,2.777332,2.333036,2.638829,4.206748,0.242963,1.081272,2.525717,1.907184,1.656978,0.170687,0.369759,0.08027,0.627537,1.556031,12.453341,0.08027,7.384811,4.138938,0.543153,8.947947,7.717031,0.537566,2.225622,13.677643,0.950744,4.640766,4.088584,0.171167,0.08027,1.2393,2.862589,1.615166,1.32146,6.844696,11.50569,1.852316,3.778589,4.349857,0.310492,5.794151,0.557661,4.033383,0.441539,17.919497,1.428128,5.266087,1.523854,0.582684,1,0.835985,0.86164,1.417969,0.577256,3.547256,0.224897,0.227308,0.748219,1.643696,3.884874,0.292561,1.369247,0.830784,0.08027
quinidine,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.964469,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,1.420805,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,1.035531,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.579195,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,3.710376,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017,0.342017
quinolinate,0.117918,0.117918,0.117918,0.840572,0.117918,0.677783,0.117918,0.117918,0.117918,1,2.102959,1.040622,0.418022,2.069012,0.117918,0.117918,0.991904,0.117918,3.510698,2.654364,0.78391,0.117918,0.117918,0.579853,0.930749,0.117918,1.359803,0.117918,0.841437,0.829145,0.117918,0.117918,0.117918,2.521927,0.117918,0.117918,0.117918,0.809412,0.763256,3.369755,0.822743,0.117918,0.117918,0.117918,0.564801,1.531041,1.887491,1.163838,0.117918,0.117918,0.117918,0.117918,0.117918,3.004648,1.186257,0.700741,1.582685,0.50267,0.764496,3.425985,0.797577,0.117918,0.688238,0.117918,2.350638,0.117918,0.117918,0.117918,1.149401,0.339368,0.117918,5.730453,3.817578,0.117918,0.117918,1.936652,0.117918,0.117918,0.117918,0.117918,2.086363,0.117918,0.117918,1.841666,0.117918,0.117918,20.966564,0.117918,0.117918,0.117918,0.117918,0.790846,5.067871,1.093698,0.117918,1.008096,0.117918,0.556071,0.319376,2.804119,0.712846,1,1.784034,0.117918,0.117918,0.117918,1.196021,0.117918,0.117918,0.117918,0.117918,2.077509,0.117918,0.117918,1.116523,11.11994,1.187202,0.117918,0.117918,0.117918,4.671842,0.615557,0.117918,0.117918,0.922938,1.025,6.566238,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.603512,0.117918,0.117918,0.117918,0.117918,1.053745,0.385136,1.114594,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,1.821552,0.117918,0.117918,0.927793,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.883477,0.117918,0.759652,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,0.702739,0.574304,0.117918,0.117918,1.015085,0.117918,0.117918,0.117918,0.117918,0.117918,0.974999,0.515394,0.678625,0.117918,0.117918,1.057237,0.117918,0.117918,0.117918,0.117918,0.117918,1.197063,0.117918,0.117918,0.942763,0.117918,0.436885,0.117918,0.45731,1.022654,1,0.740133,0.117918,0.643575,0.117918,0.117918,0.724532,0.117918,0.117918,0.619205,1.710801,0.117918,0.117918,1.509012,0.117918,0.732223,1.213166,0.117918,0.117918,0.117918,0.117918,1.149413,0.117918,0.117918,0.117918,0.117918,0.117918,0.117918,6.859593,0.117918,0.117918,0.117918,0.117918,1.507257,0.902729,0.618583,0.117918,0.117918,0.117918,0.8671,0.117918,0.117918,0.117918,1,3.21348,1.044705,0.117918,0.117918,0.117918,4.306101,0.117918,0.872846,0.117918,3.309314,0.943053,0.117918,0.401856,0.117918,0.117918,1.120739,0.75204,1.117852,0.117918,0.117918,0.906302,1.499943,0.117918,0.117918,0.117918,0.117918,0.332823,0.509686,0.776833
