"","X","ID","Source","FinalName"
"214","dimethylarginine (sdma + adma)","Metabolite 214","KIRC dimethylarginine (sdma + adma) :,BRCA:dimethylarginine (sdma + adma),OV:dimethylarginine (sdma + adma),PAADHussain1:dimethylarginine (sdma + adma),PAADHussain2:dimethylarginine (sdma + adma),PRADLODA:dimethylarginine (sdma + adma)","dimethylarginine (sdma + adma)"
"215","dimethylglycine","Metabolite 215","KIRC dimethylglycine :,BLCA:dimethylglycine,OV:dimethylglycine,PAAD:dimethylglycine,PAADHussain2:dimethylglycine","dimethylglycine"
"216","docosadienoate (22:2n6)","Metabolite 216","KIRC docosadienoate (22:2n6) :,BRCA:docosadienoate (22:2n6),BRCATang:docosadienoate (22:2n6),LGG:docosadienoate (22:2n6),OV:docosadienoate (22:2n6),PAADHussain1:docosadienoate (22:2n6),PAADHussain2:docosadienoate (22:2n6),PRADLODA:docosadienoate (22:2n6)","docosadienoate (22:2n6)"
"217","docosahexaenoate (dha; 22:6n3)","Metabolite 217","KIRC docosahexaenoate (dha; 22:6n3) :,BRCA:docosahexaenoate (dha; 22:6n3),BRCATang:docosahexaenoate (dha; 22:6n3),LGG:docosahexaenoate (dha; 22:6n3),OV:docosahexaenoate (dha; 22:6n3),PAADHussain1:docosahexaenoate (dha; 22:6n3),PAADHussain2:docosahexaenoate (dha; 22:6n3),PRADLODA:docosahexaenoate (dha; 22:6n3)","docosahexaenoate (dha; 22:6n3)"
"218","docosapentaenoate (n3 dpa; 22:5n3)","Metabolite 218","KIRC docosapentaenoate (n3 dpa; 22:5n3) :,BRCA:docosapentaenoate (n3 dpa; 22:5n3),BRCATang:docosapentaenoate (n3 dpa; 22:5n3),OV:docosapentaenoate (n3 dpa; 22:5n3),PAADHussain1:docosapentaenoate (n3 dpa; 22:5n3),PAADHussain2:docosapentaenoate (n3 dpa; 22:5n3),PRADLODA:docosapentaenoate (n3 dpa; 22:5n3)","docosapentaenoate (n3 dpa; 22:5n3)"
"219","docosapentaenoate (n6 dpa; 22:5n6)","Metabolite 219","KIRC docosapentaenoate (n6 dpa; 22:5n6) :,BRCATang:docosapentaenoate (n6 dpa; 22:5n6),LGG:docosapentaenoate (n6 dpa; 22:5n6),OV:docosapentaenoate (n6 dpa; 22:5n6),PRADLODA:docosapentaenoate (n6 dpa; 22:5n6)","docosapentaenoate (n6 dpa; 22:5n6)"
"220","docosatrienoate (22:3n3)","Metabolite 220","KIRC docosatrienoate (22:3n3) :,BRCA:docosatrienoate (22:3n3),BRCATang:docosatrienoate (22:3n3),LGG:docosatrienoate (22:3n3),OV:docosatrienoate (22:3n3),PAADHussain1:docosatrienoate (22:3n3),PAADHussain2:docosatrienoate (22:3n3),PRADLODA:docosatrienoate (22:3n3)","docosatrienoate (22:3n3)"
"221","dodecanedioate","Metabolite 221","KIRC dodecanedioate :,OV:dodecanedioate","dodecanedioate"
"222","eicosapentaenoate (epa; 20:5n3)","Metabolite 222","KIRC eicosapentaenoate (epa; 20:5n3) :,BRCA:eicosapentaenoate (epa; 20:5n3),BRCATang:eicosapentaenoate (epa; 20:5n3),OV:eicosapentaenoate (epa; 20:5n3),PAADHussain1:eicosapentaenoate (epa; 20:5n3),PAADHussain2:eicosapentaenoate (epa; 20:5n3),PRADLODA:eicosapentaenoate (epa; 20:5n3)","eicosapentaenoate (epa; 20:5n3)"
"223","eicosenoate (20:1n9 or 11)","Metabolite 223","KIRC eicosenoate (20:1n9 or 11) :,BRCA:eicosenoate (20:1n9 or 11),BRCATang:eicosenoate (20:1n9 or 11),OV:eicosenoate (20:1n9 or 11),PAADHussain1:eicosenoate (20:1n9 or 11),PAADHussain2:eicosenoate (20:1n9 or 11),PRADLODA:eicosenoate (20:1n9 or 11)","eicosenoate (20:1n9 or 11)"
"224","epinephrine","Metabolite 224","KIRC epinephrine :","epinephrine"
"225","ergothioneine","Metabolite 225","KIRC ergothioneine :,BRCATang:ergothioneine,LGG:ergothioneine,OV:ergothioneine,PAADHussain1:ergothioneine,PAADHussain2:ergothioneine,PRADLODA:ergothioneine","ergothioneine"
"226","erucate (22:1n9)","Metabolite 226","KIRC erucate (22:1n9) :","erucate (22:1n9)"
"227","erythritol","Metabolite 227","KIRC erythritol :,BRCATang:erythritol,LGG:erythritol,OV:erythritol,PAADHussain1:erythritol,PAADHussain2:erythritol,PRAD:erythritol,PRADLODA:erythritol","erythritol"
"228","erythronate*","Metabolite 228","KIRC erythronate* :,BRCA:erythronate*,BRCATang:erythronate*,LGG:erythronate*,OV:erythronate*,PAADHussain1:erythronate*,PAADHussain2:erythronate*,PRADLODA:erythronate*","erythronate*"
"229","ethanolamine","Metabolite 229","KIRC ethanolamine :,BRCA:ethanolamine,BRCATang:ethanolamine,LGG:ethanolamine,OV:ethanolamine,PAADHussain1:ethanolamine,PAADHussain2:ethanolamine,PRADLODA:ethanolamine","ethanolamine"
"230","flavin adenine dinucleotide (fad)","Metabolite 230","KIRC flavin adenine dinucleotide (fad) :,BRCA:flavin adenine dinucleotide (fad),BRCATang:flavin adenine dinucleotide (fad),OV:flavin adenine dinucleotide (fad),PAADHussain1:flavin adenine dinucleotide (fad),PAADHussain2:flavin adenine dinucleotide (fad),PRADLODA:flavin adenine dinucleotide (fad)","flavin adenine dinucleotide (fad)"
"231","fructose","Metabolite 231","KIRC fructose :,BRCA:fructose,BRCATang:fructose,LGG:fructose,OV:fructose,PAADHussain1:fructose,PAADHussain2:fructose,PRAD:fructose,PRADLODA:fructose","fructose"
"232","fructose 1-phosphate","Metabolite 232","KIRC fructose 1-phosphate :,LGG:fructose 1-phosphate","fructose 1-phosphate"
"233","fructose-6-phosphate","Metabolite 233","KIRC fructose-6-phosphate :,BRCA:fructose-6-phosphate,BRCATang:fructose-6-phosphate,OV:fructose-6-phosphate,PAAD:fructose-6-phosphate,PAADHussain1:fructose-6-phosphate,PAADHussain2:fructose-6-phosphate,PRAD:fructose-6-phosphate,PRADLODA:fructose-6-phosphate","fructose-6-phosphate"
"234","fucose","Metabolite 234","KIRC fucose :,BRCA:fucose,BRCATang:fucose,OV:fucose,PAADHussain2:fucose,PRADLODA:fucose","fucose"
"235","fumarate","Metabolite 235","KIRC fumarate :,BRCA:fumarate,BRCATang:fumarate,LGG:fumarate,OV:fumarate,PAAD:fumarate,PAADHussain1:fumarate,PAADHussain2:fumarate,PRADLODA:fumarate","fumarate"
"236","gabapentin","Metabolite 236","KIRC gabapentin :","gabapentin"
"237","galactose","Metabolite 237","KIRC galactose :,BRCA:galactose,OV:galactose,PAADHussain1:galactose,PRADLODA:galactose","galactose"
"238","gamma-aminobutyrate (gaba)","Metabolite 238","KIRC gamma-aminobutyrate (gaba) :,BRCA:gamma-aminobutyrate (gaba),BRCATang:gamma-aminobutyrate (gaba),LGG:gamma-aminobutyrate (gaba),OV:gamma-aminobutyrate (gaba),PAADHussain1:gamma-aminobutyrate (gaba),PAADHussain2:gamma-aminobutyrate (gaba),PRADLODA:gamma-aminobutyrate (gaba)","gamma-aminobutyrate (gaba)"
"239","gamma-glutamylcysteine","Metabolite 239","KIRC gamma-glutamylcysteine :","gamma-glutamylcysteine"
"240","gamma-glutamylglutamate","Metabolite 240","KIRC gamma-glutamylglutamate :,BRCA:gamma-glutamylglutamate,BRCATang:gamma-glutamylglutamate,LGG:gamma-glutamylglutamate,OV:gamma-glutamylglutamate,PAADHussain1:gamma-glutamylglutamate,PAADHussain2:gamma-glutamylglutamate,PRADLODA:gamma-glutamylglutamate","gamma-glutamylglutamate"
"241","gamma-glutamylglutamine","Metabolite 241","KIRC gamma-glutamylglutamine :,BRCA:gamma-glutamylglutamine,BRCATang:gamma-glutamylglutamine,LGG:gamma-glutamylglutamine,OV:gamma-glutamylglutamine,PAADHussain1:gamma-glutamylglutamine,PRADLODA:gamma-glutamylglutamine","gamma-glutamylglutamine"
"242","gamma-glutamylisoleucine*","Metabolite 242","KIRC gamma-glutamylisoleucine* :,BRCA:gamma-glutamylisoleucine*,BRCATang:gamma-glutamylisoleucine*,OV:gamma-glutamylisoleucine*","gamma-glutamylisoleucine*"
"243","gamma-glutamylleucine","Metabolite 243","KIRC gamma-glutamylleucine :,BRCA:gamma-glutamylleucine,BRCATang:gamma-glutamylleucine,OV:gamma-glutamylleucine,PAADHussain1:gamma-glutamylleucine,PAADHussain2:gamma-glutamylleucine,PRADLODA:gamma-glutamylleucine","gamma-glutamylleucine"
"244","gamma-glutamylphenylalanine","Metabolite 244","KIRC gamma-glutamylphenylalanine :,BRCATang:gamma-glutamylphenylalanine,OV:gamma-glutamylphenylalanine,PAADHussain1:gamma-glutamylphenylalanine,PAADHussain2:gamma-glutamylphenylalanine","gamma-glutamylphenylalanine"
"245","gamma-glutamylvaline","Metabolite 245","KIRC gamma-glutamylvaline :,BRCATang:gamma-glutamylvaline,OV:gamma-glutamylvaline","gamma-glutamylvaline"
"246","gamma-tocopherol","Metabolite 246","KIRC gamma-tocopherol :,BRCA:gamma-tocopherol,BRCATang:gamma-tocopherol,LGG:gamma-tocopherol,OV:gamma-tocopherol,PRADLODA:gamma-tocopherol","gamma-tocopherol"
"247","glucarate (saccharate)","Metabolite 247","KIRC glucarate (saccharate) :,OV:glucarate (saccharate),PAADHussain2:glucarate (saccharate)","glucarate (saccharate)"
"248","gluconate","Metabolite 248","KIRC gluconate :,BRCA:gluconate,BRCATang:gluconate,LGG:gluconate,OV:gluconate,PAADHussain1:gluconate,PAADHussain2:gluconate,PRADLODA:gluconate","gluconate"
"249","glucose","Metabolite 249","KIRC glucose :,BRCA:glucose,BRCATang:glucose,LGG:glucose,OV:glucose,PAADHussain1:glucose,PAADHussain2:glucose,PRAD:glucose,PRADLODA:glucose","glucose"
"250","glucose 1-phosphate","Metabolite 250","KIRC glucose 1-phosphate :,OV:glucose 1-phosphate","glucose 1-phosphate"
"251","glucose-6-phosphate (g6p)","Metabolite 251","KIRC glucose-6-phosphate (g6p) :,BRCA:glucose-6-phosphate (g6p),BRCATang:glucose-6-phosphate (g6p),OV:glucose-6-phosphate (g6p),PAADHussain1:glucose-6-phosphate (g6p),PAADHussain2:glucose-6-phosphate (g6p),PRADLODA:glucose-6-phosphate (g6p)","glucose-6-phosphate (g6p)"
"252","glucuronate","Metabolite 252","KIRC glucuronate :,BRCA:glucuronate","glucuronate"
"253","glutamate","Metabolite 253","KIRC glutamate :,BRCA:glutamate,BRCATang:glutamate,LGG:glutamate,OV:glutamate,PAAD:glutamate,PAADHussain1:glutamate,PAADHussain2:glutamate,PRAD:glutamate,PRADLODA:glutamate","glutamate"
"254","glutamate, gamma-methyl ester","Metabolite 254","KIRC glutamate, gamma-methyl ester :,BRCATang:glutamate, gamma-methyl ester,PRADLODA:glutamate, gamma-methyl ester","glutamate, gamma-methyl ester"
"255","glutamine","Metabolite 255","KIRC glutamine :,BRCA:glutamine,BRCATang:glutamine,LGG:glutamine,OV:glutamine,PAAD:glutamine,PAADHussain1:glutamine,PAADHussain2:glutamine,PRAD:glutamine,PRADLODA:glutamine","glutamine"
"256","glutarate (pentanedioate)","Metabolite 256","KIRC glutarate (pentanedioate) :,BRCATang:glutarate (pentanedioate),LGG:glutarate (pentanedioate),OV:glutarate (pentanedioate),PRAD:glutarate (pentanedioate),PRADLODA:glutarate (pentanedioate)","glutarate (pentanedioate)"
"257","glutarylcarnitine (c5)","Metabolite 257","KIRC glutarylcarnitine (c5) :","glutarylcarnitine (c5)"
"258","glutathione, oxidized (gssg)","Metabolite 258","KIRC glutathione, oxidized (gssg) :,BRCA:glutathione, oxidized (gssg),BRCATang:glutathione, oxidized (gssg),LGG:glutathione, oxidized (gssg),OV:glutathione, oxidized (gssg),PAADHussain1:glutathione, oxidized (gssg),PAADHussain2:glutathione, oxidized (gssg),PRADLODA:glutathione, oxidized (gssg)","glutathione, oxidized (gssg)"
"259","glutathione, reduced (gsh)","Metabolite 259","KIRC glutathione, reduced (gsh) :,BRCA:glutathione, reduced (gsh),BRCATang:glutathione, reduced (gsh),LGG:glutathione, reduced (gsh),OV:glutathione, reduced (gsh),PAADHussain1:glutathione, reduced (gsh),PAADHussain2:glutathione, reduced (gsh),PRADLODA:glutathione, reduced (gsh)","glutathione, reduced (gsh)"
"260","glycerate","Metabolite 260","KIRC glycerate :,BRCA:glycerate,BRCATang:glycerate,LGG:glycerate,OV:glycerate,PAAD:glycerate,PAADHussain1:glycerate,PAADHussain2:glycerate,PRAD:glycerate,PRADLODA:glycerate","glycerate"
"261","glycerol","Metabolite 261","KIRC glycerol :,BRCA:glycerol,BRCATang:glycerol,LGG:glycerol,OV:glycerol,PAADHussain1:glycerol,PAADHussain2:glycerol,PRAD:glycerol,PRADLODA:glycerol","glycerol"
"262","glycerol 2-phosphate","Metabolite 262","KIRC glycerol 2-phosphate :,BRCA:glycerol 2-phosphate,BRCATang:glycerol 2-phosphate,LGG:glycerol 2-phosphate,OV:glycerol 2-phosphate,PAADHussain1:glycerol 2-phosphate,PAADHussain2:glycerol 2-phosphate,PRADLODA:glycerol 2-phosphate","glycerol 2-phosphate"
"263","glycerol 3-phosphate (g3p)","Metabolite 263","KIRC glycerol 3-phosphate (g3p) :,BRCA:glycerol 3-phosphate (g3p),BRCATang:glycerol 3-phosphate (g3p),LGG:glycerol 3-phosphate (g3p),OV:glycerol 3-phosphate (g3p),PAADHussain1:glycerol 3-phosphate (g3p),PAADHussain2:glycerol 3-phosphate (g3p),PRADLODA:glycerol 3-phosphate (g3p)","glycerol 3-phosphate (g3p)"
"264","glycerophosphoethanolamine","Metabolite 264","KIRC glycerophosphoethanolamine :,BRCATang:glycerophosphoethanolamine,LGG:glycerophosphoethanolamine,OV:glycerophosphoethanolamine,PRADLODA:glycerophosphoethanolamine","glycerophosphoethanolamine"
"265","glycerophosphorylcholine (gpc)","Metabolite 265","KIRC glycerophosphorylcholine (gpc) :,BRCA:glycerophosphorylcholine (gpc),BRCATang:glycerophosphorylcholine (gpc),LGG:glycerophosphorylcholine (gpc),OV:glycerophosphorylcholine (gpc),PAADHussain1:glycerophosphorylcholine (gpc),PAADHussain2:glycerophosphorylcholine (gpc),PRAD:glycerophosphorylcholine (gpc),PRADLODA:glycerophosphorylcholine (gpc)","glycerophosphorylcholine (gpc)"
"266","glycine","Metabolite 266","KIRC glycine :,BRCA:glycine,BRCATang:glycine,LGG:glycine,OV:glycine,PAAD:glycine,PAADHussain1:glycine,PAADHussain2:glycine,PRAD:glycine,PRADLODA:glycine","glycine"
"267","glycocholenate sulfate*","Metabolite 267","KIRC glycocholenate sulfate* :,OV:glycocholenate sulfate*,PAADHussain1:glycocholenate sulfate*,PAADHussain2:glycocholenate sulfate*","glycocholenate sulfate*"
"268","glycolate (hydroxyacetate)","Metabolite 268","KIRC glycolate (hydroxyacetate) :,BRCATang:glycolate (hydroxyacetate),LGG:glycolate (hydroxyacetate),OV:glycolate (hydroxyacetate),PAADHussain1:glycolate (hydroxyacetate)","glycolate (hydroxyacetate)"
"269","glycolithocholate sulfate*","Metabolite 269","KIRC glycolithocholate sulfate* :,BRCA:glycolithocholate sulfate*,BRCATang:glycolithocholate sulfate*,OV:glycolithocholate sulfate*,PAADHussain2:glycolithocholate sulfate*","glycolithocholate sulfate*"
"270","glycylglycine","Metabolite 270","KIRC glycylglycine :,BRCA:glycylglycine,BRCATang:glycylglycine,LGG:glycylglycine,PAADHussain1:glycylglycine,PAADHussain2:glycylglycine","glycylglycine"
"271","glycylisoleucine","Metabolite 271","KIRC glycylisoleucine :,BRCATang:glycylisoleucine,PAADHussain1:glycylisoleucine,PAADHussain2:glycylisoleucine,PRADLODA:glycylisoleucine","glycylisoleucine"
"272","glycylleucine","Metabolite 272","KIRC glycylleucine :,BRCA:glycylleucine,BRCATang:glycylleucine,OV:glycylleucine,PAADHussain1:glycylleucine,PAADHussain2:glycylleucine,PRADLODA:glycylleucine","glycylleucine"
"273","glycyllysine","Metabolite 273","KIRC glycyllysine :","glycyllysine"
"274","glycylmethionine","Metabolite 274","KIRC glycylmethionine :","glycylmethionine"
"275","glycylphenylalanine","Metabolite 275","KIRC glycylphenylalanine :,BRCATang:glycylphenylalanine","glycylphenylalanine"
"276","glycylproline","Metabolite 276","KIRC glycylproline :,BRCA:glycylproline,BRCATang:glycylproline,OV:glycylproline,PAADHussain1:glycylproline,PAADHussain2:glycylproline,PRADLODA:glycylproline","glycylproline"
"277","glycylthreonine","Metabolite 277","KIRC glycylthreonine :","glycylthreonine"
"278","glycyltryptophan","Metabolite 278","KIRC glycyltryptophan :,PAADHussain1:glycyltryptophan","glycyltryptophan"
"279","glycyltyrosine","Metabolite 279","KIRC glycyltyrosine :,PRADLODA:glycyltyrosine","glycyltyrosine"
"280","glycylvaline","Metabolite 280","KIRC glycylvaline :,BRCA:glycylvaline,BRCATang:glycylvaline,PAADHussain1:glycylvaline,PAADHussain2:glycylvaline","glycylvaline"
"281","guanidinoacetate","Metabolite 281","KIRC guanidinoacetate :,PAADHussain1:guanidinoacetate,PAADHussain2:guanidinoacetate","guanidinoacetate"
"282","guanine","Metabolite 282","KIRC guanine :,BLCA:guanine,BRCA:guanine,BRCATang:guanine,LGG:guanine,OV:guanine,PAAD:guanine,PAADHussain2:guanine,PRAD:guanine,PRADLODA:guanine","guanine"
"283","guanosine","Metabolite 283","KIRC guanosine :,BRCA:guanosine,BRCATang:guanosine,LGG:guanosine,OV:guanosine,PAAD:guanosine,PAADHussain1:guanosine,PAADHussain2:guanosine,PRAD:guanosine,PRADLODA:guanosine","guanosine"
"284","guanosine 5'- monophosphate (5'-gmp)","Metabolite 284","KIRC guanosine 5'- monophosphate (5'-gmp) :,BRCATang:guanosine 5'- monophosphate (5'-gmp),PAADHussain2:guanosine 5'- monophosphate (5'-gmp)","guanosine 5'- monophosphate (5'-gmp)"
"285","gulono-1,4-lactone","Metabolite 285","KIRC gulono-1,4-lactone :","gulono-1,4-lactone"
"286","heme","Metabolite 286","KIRC heme :","heme*"
"287","hexanoylcarnitine","Metabolite 287","KIRC hexanoylcarnitine :,BRCA:hexanoylcarnitine,BRCATang:hexanoylcarnitine,OV:hexanoylcarnitine,PAADHussain1:hexanoylcarnitine,PAADHussain2:hexanoylcarnitine,PRADLODA:hexanoylcarnitine","hexanoylcarnitine"
"288","hippurate","Metabolite 288","KIRC hippurate :,BRCA:hippurate,BRCATang:hippurate,LGG:hippurate,OV:hippurate,PAADHussain1:hippurate,PAADHussain2:hippurate,PRADLODA:hippurate","hippurate"
"289","histamine","Metabolite 289","KIRC histamine :,BLCA:histamine,BRCA:histamine,BRCATang:histamine,LGG:histamine,OV:histamine,PAADHussain1:histamine,PAADHussain2:histamine,PRAD:histamine,PRADLODA:histamine","histamine"
"290","histidine","Metabolite 290","KIRC histidine :,BLCA:histidine,BRCA:histidine,BRCATang:histidine,LGG:histidine,OV:histidine,PAAD:histidine,PAADHussain1:histidine,PAADHussain2:histidine,PRAD:histidine,PRADLODA:histidine","histidine"
"291","histidylleucine","Metabolite 291","KIRC histidylleucine :,BRCATang:histidylleucine,PAADHussain2:histidylleucine","histidylleucine"
"292","histidylmethionine","Metabolite 292","KIRC histidylmethionine :","histidylmethionine"
"293","histidylphenylalanine","Metabolite 293","KIRC histidylphenylalanine :","histidylphenylalanine"
"294","histidyltryptophan","Metabolite 294","KIRC histidyltryptophan :","histidyltryptophan"
"295","histidyltyrosine","Metabolite 295","KIRC histidyltyrosine :","histidyltyrosine"
"296","homocysteine","Metabolite 296","KIRC homocysteine :,BLCA:homocysteine,BRCA:homocysteine,LGG:homocysteine,PAAD:homocysteine,PAADHussain1:homocysteine,PAADHussain2:homocysteine,PRAD:homocysteine","homocysteine"
"297","homoserine","Metabolite 297","KIRC homoserine :,BLCA:homoserine","homoserine"
"298","homostachydrine*","Metabolite 298","KIRC homostachydrine* :","homostachydrine*"
"299","hydrochlorothiazide","Metabolite 300","KIRC hydrochlorothiazide :,BRCATang:hydrochlorothiazide","hydrochlorothiazide"
"300","hypotaurine","Metabolite 301","KIRC hypotaurine :,BRCATang:hypotaurine,LGG:hypotaurine,OV:hypotaurine,PAADHussain2:hypotaurine,PRAD:hypotaurine,PRADLODA:hypotaurine","hypotaurine"
"301","hypoxanthine","Metabolite 302","KIRC hypoxanthine :,BLCA:hypoxanthine,BRCA:hypoxanthine,BRCATang:hypoxanthine,LGG:hypoxanthine,OV:hypoxanthine,PAAD:hypoxanthine,PAADHussain1:hypoxanthine,PAADHussain2:hypoxanthine,PRAD:hypoxanthine,PRADLODA:hypoxanthine","hypoxanthine"
"302","imidazole propionate","Metabolite 303","KIRC imidazole propionate :","imidazole propionate"
"303","indoleacetate","Metabolite 304","KIRC indoleacetate :","indoleacetate"
"304","indolelactate","Metabolite 305","KIRC indolelactate :,OV:indolelactate,PRAD:indolelactate,PRADLODA:indolelactate","indolelactate"
"305","inosine","Metabolite 306","KIRC inosine :,BRCA:inosine,BRCATang:inosine,LGG:inosine,OV:inosine,PAAD:inosine,PAADHussain1:inosine,PAADHussain2:inosine,PRAD:inosine,PRADLODA:inosine","inosine"
"306","inositol 1-phosphate (i1p)","Metabolite 307","KIRC inositol 1-phosphate (i1p) :,BRCA:inositol 1-phosphate (i1p),BRCATang:inositol 1-phosphate (i1p),LGG:inositol 1-phosphate (i1p),OV:inositol 1-phosphate (i1p),PAADHussain1:inositol 1-phosphate (i1p),PAADHussain2:inositol 1-phosphate (i1p),PRADLODA:inositol 1-phosphate (i1p)","inositol 1-phosphate (i1p)"
"307","isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate","Metabolite 308","KIRC isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate :,BRCATang:isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate,PAADHussain2:isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate","isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate"
"308","isobar: ribulose 5-phosphate, xylulose 5-phosphate","Metabolite 309","KIRC isobar: ribulose 5-phosphate, xylulose 5-phosphate :,BRCA:isobar: ribulose 5-phosphate, xylulose 5-phosphate,BRCATang:isobar: ribulose 5-phosphate, xylulose 5-phosphate,LGG:isobar: ribulose 5-phosphate, xylulose 5-phosphate,OV:isobar: ribulose 5-phosphate, xylulose 5-phosphate,PAADHussain1:isobar: ribulose 5-phosphate, xylulose 5-phosphate","isobar: ribulose 5-phosphate, xylulose 5-phosphate"
"309","isobutyrylcarnitine","Metabolite 310","KIRC isobutyrylcarnitine :,BRCA:isobutyrylcarnitine,BRCATang:isobutyrylcarnitine,OV:isobutyrylcarnitine,PAADHussain1:isobutyrylcarnitine,PAADHussain2:isobutyrylcarnitine,PRADLODA:isobutyrylcarnitine","isobutyrylcarnitine"
"310","isoleucine","Metabolite 311","KIRC isoleucine :,BRCA:isoleucine,BRCATang:isoleucine,LGG:isoleucine,OV:isoleucine,PAADHussain1:isoleucine,PAADHussain2:isoleucine,PRAD:isoleucine,PRADLODA:isoleucine","isoleucine"
"311","isoleucylalanine","Metabolite 312","KIRC isoleucylalanine :,BRCATang:isoleucylalanine,PAADHussain2:isoleucylalanine","isoleucylalanine"
"312","isoleucylarginine","Metabolite 313","KIRC isoleucylarginine :","isoleucylarginine"
"313","isoleucylglutamate","Metabolite 314","KIRC isoleucylglutamate :,BRCATang:isoleucylglutamate,PAADHussain2:isoleucylglutamate","isoleucylglutamate"
"314","isoleucylglycine","Metabolite 315","KIRC isoleucylglycine :,PAADHussain2:isoleucylglycine","isoleucylglycine"
"315","isoleucylhistidine","Metabolite 316","KIRC isoleucylhistidine :","isoleucylhistidine"
"316","isoleucylisoleucine","Metabolite 317","KIRC isoleucylisoleucine :,PAADHussain1:isoleucylisoleucine,PAADHussain2:isoleucylisoleucine,PRADLODA:isoleucylisoleucine","isoleucylisoleucine"
"317","isoleucylmethionine","Metabolite 318","KIRC isoleucylmethionine :,PAADHussain2:isoleucylmethionine","isoleucylmethionine"
"318","isoleucylphenylalanine","Metabolite 319","KIRC isoleucylphenylalanine :,PAADHussain2:isoleucylphenylalanine","isoleucylphenylalanine"
"319","isoleucylserine","Metabolite 320","KIRC isoleucylserine :,BRCATang:isoleucylserine,PAADHussain2:isoleucylserine","isoleucylserine"
"320","isoleucyltryptophan","Metabolite 321","KIRC isoleucyltryptophan :","isoleucyltryptophan"
"321","isoleucyltyrosine","Metabolite 322","KIRC isoleucyltyrosine :,PAADHussain2:isoleucyltyrosine","isoleucyltyrosine"
"322","isoleucylvaline","Metabolite 323","KIRC isoleucylvaline :","isoleucylvaline"
"323","isovalerylcarnitine","Metabolite 324","KIRC isovalerylcarnitine :,BRCA:isovalerylcarnitine,BRCATang:isovalerylcarnitine,OV:isovalerylcarnitine,PAADHussain1:isovalerylcarnitine,PAADHussain2:isovalerylcarnitine,PRADLODA:isovalerylcarnitine","isovalerylcarnitine"
"324","kynurenine","Metabolite 325","KIRC kynurenine :,BLCA:kynurenine,BRCA:kynurenine,BRCATang:kynurenine,LGG:kynurenine,OV:kynurenine,PAAD:kynurenine,PAADHussain1:kynurenine,PAADHussain2:kynurenine,PRAD:kynurenine,PRADLODA:kynurenine","kynurenine"
"325","lactate","Metabolite 326","KIRC lactate :,BRCA:lactate,BRCATang:lactate,LGG:lactate,OV:lactate,PAAD:lactate,PAADHussain1:lactate,PAADHussain2:lactate,PRAD:lactate,PRADLODA:lactate","lactate"
"326","laurate (12:0)","Metabolite 327","KIRC laurate (12:0) :,BRCA:laurate (12:0),BRCATang:laurate (12:0),LGG:laurate (12:0),OV:laurate (12:0),PAADHussain1:laurate (12:0),PAADHussain2:laurate (12:0),PRAD:laurate (12:0)","laurate (12:0)"
"327","laurylcarnitine","Metabolite 328","KIRC laurylcarnitine :,BRCA:laurylcarnitine,OV:laurylcarnitine","laurylcarnitine"
"328","leucine","Metabolite 329","KIRC leucine :,BLCA:leucine,BRCA:leucine,BRCATang:leucine,LGG:leucine,OV:leucine,PAADHussain1:leucine,PAADHussain2:leucine,PRAD:leucine,PRADLODA:leucine","leucine"
"329","leucylalanine","Metabolite 330","KIRC leucylalanine :,BRCATang:leucylalanine,PAADHussain2:leucylalanine","leucylalanine"
"330","leucylarginine","Metabolite 331","KIRC leucylarginine :","leucylarginine"
"331","leucylasparagine","Metabolite 332","KIRC leucylasparagine :","leucylasparagine"
"332","leucylglutamate","Metabolite 333","KIRC leucylglutamate :,BRCATang:leucylglutamate,LGG:leucylglutamate,PAADHussain2:leucylglutamate","leucylglutamate"
"333","leucylglycine","Metabolite 334","KIRC leucylglycine :,BRCATang:leucylglycine,PAADHussain2:leucylglycine","leucylglycine"
"334","leucylhistidine","Metabolite 335","KIRC leucylhistidine :","leucylhistidine"
"335","leucylleucine","Metabolite 336","KIRC leucylleucine :,PAADHussain1:leucylleucine,PAADHussain2:leucylleucine,PRADLODA:leucylleucine","leucylleucine"
"336","leucylmethionine","Metabolite 337","KIRC leucylmethionine :,PAADHussain2:leucylmethionine","leucylmethionine"
"337","leucylphenylalanine","Metabolite 338","KIRC leucylphenylalanine :,PAADHussain2:leucylphenylalanine","leucylphenylalanine"
"338","leucylserine","Metabolite 339","KIRC leucylserine :,BRCATang:leucylserine,PAADHussain2:leucylserine","leucylserine"
"339","leucyltryptophan","Metabolite 340","KIRC leucyltryptophan :","leucyltryptophan"
"340","leucyltyrosine","Metabolite 341","KIRC leucyltyrosine :","leucyltyrosine"
"341","lidocaine","Metabolite 342","KIRC lidocaine :,BRCA:lidocaine,BRCATang:lidocaine,LGG:lidocaine,OV:lidocaine,PAADHussain1:lidocaine,PAADHussain2:lidocaine,PRADLODA:lidocaine","lidocaine"
