"","KIRC","BRCA","BLCA","BRCATang","LGG","OV","PAAD","PAADHussain1","PAADHussain2","PRAD","PRADLODA","TestStatistic","P-value","AdjustedP-Value","NumStudies","NumPositiveCor","NumNegativeCor"
"Glutathione Reduced (Gsh)",0.667112155567581,0.877410633980588,NA,0.048919980337601,0.0792283834442455,0.330926301383394,0.165724511941513,0.0504005972807908,0.956610295634161,0.268883242583097,0.328367596182002,28.9021327540397,0.0897043438967622,0.188566439838669,10,0,0
"Glycerate",0.0011781702518836,0.798340450921004,NA,0.350903803587455,0.653874572418748,0.249250710924264,0.845493938897273,0.61630119889694,0.869042213177815,0.65870751272952,0.454490589393633,23.657325616985,0.257681384537228,0.422168778283416,10,1,0
"Glycerol",2.07933124052317e-08,0.00886162416727387,NA,0.53248662798432,0.222527602403139,0.602465344871154,NA,0.120283035268521,0.553005293197739,0.467442543565526,0.528038866187315,58.3272920267684,3.80175717849888e-06,3.74390435186955e-05,9,2,0
"Glycerol 2-Phosphate",3.56416163249662e-09,0.130031836176979,NA,0.121160304549304,0.120965747736351,0.548412381062103,NA,0.334926036961948,0.973323406587176,NA,0.0524661702347649,60.7688008945897,3.88207644745947e-07,5.06381683447868e-06,8,1,0
"Glycerol-3-Phosphate (G3P)",6.51817907870722e-07,0.324400286821898,NA,0.0948865179940273,0.0713541468558724,0.361214481180103,0.7530778461958,0.368058639067532,0.712009623651085,0.902264994247348,0.694720370575314,46.9451818229283,0.000596956951746448,0.00297166482572683,10,1,0
"Glycerophosphoethanolamine",0.000955267869541254,NA,NA,0.814321117487332,0.0166016944457907,0.00743759799543708,NA,NA,NA,NA,1.37651076546064e-05,54.7035014146386,3.58740876021186e-08,5.60377989095163e-07,5,2,0
"Glycerophosphocholine",2.2637043350926e-08,0.611916899933363,NA,0.0144307978318372,0.0636709388861595,0.281866726029084,0.549081592583362,0.407914370623852,0.934185971476727,0.689549197394774,0.609053476909428,57.5708559401581,1.68092771100263e-05,0.000142430913459319,10,1,0
"Glycine",1.5383738727337e-09,0.00123589281716052,NA,0.589053661691119,0.0013548840781028,0.028157620594421,0.512577591058022,0.449235446895873,0.0614982760069518,0.0499294398424359,0.0599429694619591,95.5209595691981,7.90636710561088e-12,3.25598572621975e-10,10,3,0
"Glycocholenate Sulfate*",0.831454419977899,NA,NA,NA,NA,0.529179320466939,NA,0.480140920811003,0.472094035015814,NA,NA,4.61051888521341,0.798276909786854,0.872423257258009,4,0,0
"Glycolate",0.583399848607342,NA,NA,0.281475216758259,0.161618649243858,0.454269179677337,NA,0.115380808498905,NA,NA,NA,13.1553833696975,0.215113481999769,0.369360302667871,5,0,0
"Glycolithocholate Sulfate*",0.186764687522584,0.324348775965794,NA,0.911401910938951,NA,0.912693124271614,NA,NA,0.333071892319788,NA,NA,8.1747309578648,0.611773988046656,0.730259859249368,5,0,0
"Glycylglycine",0.0125129368925199,0.0313622845516197,NA,0.0662438158768279,5.75934064883654e-08,NA,NA,0.097590724090755,0.0162211014013369,NA,NA,67.3516550488758,9.98950824296685e-10,2.36057555282131e-08,6,2,0
"Glycylisoleucine",0.00929837548474977,NA,NA,0.870643148854344,NA,NA,NA,0.782776231164004,0.198913778445163,NA,0.0302318470767977,20.3501805267626,0.026109229652253,0.0706444046083381,5,1,0
"Glycylleucine",0.0127478053339887,0.141414812140463,NA,0.755441688188554,NA,0.383542732998737,NA,0.806971141143536,0.319196750044904,NA,0.347897028408963,19.9389491091393,0.132077997721486,0.256745442460943,7,1,0
"Glycyllysine",0.00268343333378884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8413164193274,0.00268343333378884,0.0105703939148378,1,1,0
"Glycylmethionine",0.126554685684386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13416153265618,0.126554685684386,0.248717017852612,1,0,0
"Glycylphenylalanine",0.00576923796235373,NA,NA,0.935186519448471,NA,NA,NA,NA,NA,NA,NA,10.4444491192943,0.0335708526015272,0.0871425270045424,2,1,0
"Glycylproline",0.000399185277230707,0.00936498219400761,NA,0.9204302151996,NA,0.0324066028562866,NA,0.697502596157243,0.404527346353968,NA,0.071041653971847,39.83788759676,0.000270402233041737,0.00145824061390366,7,2,0
"Glycylthreonine",0.0364200546556139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62527140796102,0.0364200546556139,0.0926869930280512,1,0,0
"Glycyltryptophan",0.0227605939008755,NA,NA,NA,NA,NA,NA,0.917430905635131,NA,NA,NA,7.73780517020038,0.101668880561261,0.206993271434836,2,0,0
"Glycyltyrosine",0.0263939807776734,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977316443147787,7.31512816474713,0.120143129633608,0.238183097260501,2,0,0
"Glycylvaline",0.11917211868908,0.133732433656047,NA,0.75925703595783,NA,NA,NA,0.761880220456846,0.400610837429468,NA,NA,11.2024926643963,0.341961197267156,0.506907551665497,5,0,0
"Guanidoacetic Acid",0.17815232616935,NA,NA,NA,NA,NA,0.19812049928638,0.587109972968232,0.718039011323377,NA,NA,8.41554137622436,0.39396610571879,0.556838208707057,4,0,0
"Guanine",0.0279004235979413,7.95416406074168e-08,0.613518843680375,0.208717383618943,0.00820056191070462,0.262039291137759,0.608066521436039,NA,0.945724391440938,0.81818513434445,0.238431597846577,60.6236900279789,5.69998884560333e-06,5.21635342840062e-05,10,2,0
"Guanosine",0.0212757746379775,9.5589301143395e-06,NA,0.0157590390988795,0.6684495386052,0.415433305723818,0.567819197684844,0.0852037157791803,0.510470445842006,0.736808890480421,0.486123095452515,51.1351896019823,0.000152042136787682,0.000900327947252546,10,2,0
"Guanosine 5'- Monophosphate (5'-Gmp)",0.0486235459607185,NA,NA,0.431396701708072,NA,NA,NA,NA,0.331260040433242,NA,NA,9.93845232524292,0.127267969089031,0.249577445875892,3,0,0
"Gulono-1,4-Lactone",0.836039766357526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358158199230841,0.836039766357526,0.893051740877365,1,0,0
"Heme",0.0579255835355123,0.448408670882805,NA,0.778184186952148,0.340240760735759,0.416849535100593,NA,0.268928621147669,0.754525588162344,NA,0.758289276924005,15.452471741252,0.491781529537877,0.634912681058651,8,0,0
"Hexanoylcarnitine (C6 Ac)",0.000946498870266765,0.0447585687724676,NA,0.745905884365497,0.00014075579943329,0.957021328487923,NA,0.0326102374907093,0.00474210852070689,0.206878074904015,0.974380885689868,59.3015275394915,2.65204351608266e-06,2.73039934723965e-05,9,2,0
"Hippurate (Benzoylglycine)",0.970821790405148,0.887214298187372,0.507801180989776,0.269506760052508,0.382746645926876,0.208315338884958,0.00184478043533565,0.666981191521547,0.427346166568326,0.332238781642468,0.297507176173743,29.0639202068142,0.143044861785038,0.272839252162621,11,1,0
"Histamine",0.271995114846488,0.189274477477233,0.749398166180341,0.0753993320050391,0.463874324732151,NA,NA,0.435839768412694,0.817103342427326,0.628630237142359,0.779014812043961,16.7090382566437,0.543187733545109,0.677628336597721,9,0,0
"Histidine",5.34542188290743e-10,0.384016933524004,0.0934103623299496,0.652452436871245,0.000820292848338955,2.01658392824378e-05,0.964504484764725,0.583554603644947,0.222706133998264,0.243436503642991,0.00998022130307135,102.237056275096,2.61604914867099e-12,1.18507026434796e-10,11,3,0
"Histidylleucine",0.000667915761102478,NA,NA,0.235839918865943,NA,NA,NA,NA,0.931160110000817,NA,NA,17.6545491052749,0.00715605027345792,0.0238359615726209,3,1,0
"Histidylmethionine",0.0680311590169689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37557891583872,0.0680311590169689,0.152188222393516,1,0,0
"Histidylphenylalanine",0.00240099785484005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0637417103756,0.00240099785484005,0.00966801802882259,1,1,0
"Histidyltryptophan",0.382520955749992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92194368188354,0.382520955749992,0.549229771647374,1,0,0
"Histidyltyrosine",0.0814441793302625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01567481918134,0.0814441793302625,0.176106029769016,1,0,0
"Homocysteine",0.520979315816435,0.0010658332043243,0.0782305853695852,NA,0.0302259701996602,NA,0.440908056943814,0.300657188244199,0.057989760093268,0.0514177216679306,NA,42.7583129076115,0.000303846741770203,0.0016134085952794,8,1,0
"Homoserine",0.273378426968316,NA,0.318790258424156,NA,NA,NA,NA,NA,NA,NA,NA,4.88024030766404,0.299807776522062,0.469129266889444,2,0,0
"Homostachydrine*",0.199321646884639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22567088617464,0.199321646884639,0.349971728832331,1,0,0
"Hydrochlorothiazide",NA,NA,NA,0.654191271574813,NA,NA,NA,NA,NA,NA,NA,0.848711012205157,0.654191271574813,0.763785170163377,1,0,0
"Hypotaurine",0.000245675182970029,NA,NA,0.00535039596355524,0.00284663278304054,0.577327368511225,NA,NA,0.299828698168736,0.805333483432706,0.197225733472303,45.9949968355078,2.80901286700606e-05,0.000227229076563169,7,2,0
"Hypoxanthine",9.57975766577857e-05,0.000318495043745148,0.883446108166183,0.00201363816586264,0.0258991894102714,0.0396787611385476,0.35130298041816,0.0175768437702881,0.353996126688202,0.641099482878811,0.0700902197629278,79.4913758319006,1.96412469005891e-08,3.23544903489704e-07,11,3,0
"Imidazole Propionate",0.886306186283223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241385610729133,0.886306186283223,0.924516731109515,1,0,0
"Indoleacetate",0.138828404160296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94903322184242,0.138828404160296,0.26591656272564,1,0,0
"Indolelactate",0.00190125728832291,NA,NA,NA,NA,0.13144120675052,NA,NA,NA,NA,0.0718788904925554,21.8544163159886,0.0012866593345102,0.00574243033037558,3,0,1
"Inosine",3.59814888994947e-09,0.137206192211892,NA,0.000904563707341488,0.277113493450906,0.601766226453184,0.758863508136886,0.116398568219023,0.261638323991345,0.433623315130035,0.424685595308521,71.3756694576146,1.08419840013446e-07,1.51120577003358e-06,10,2,0
"Imp",0.770629455043787,0.00641851787669578,NA,0.942177535362431,0.222605930280619,0.639720881159763,0.145907437638136,0.46067772265138,0.198214477789397,NA,0.0842007335098309,28.2210988377512,0.0587692947998232,0.136571293879623,9,1,0
"Isobar: Fructose 1,6-Diphosphate, Glucose 1,6-Diphosphate, Myo-Inositol 1,4 Or 1,3-Diphosphate",0.862232141271752,NA,NA,0.0391618012316495,NA,NA,NA,NA,0.167147212643498,NA,NA,10.3543290936891,0.110501820749838,0.22198370199413,3,0,0
"Isobar: Ribulose 5-Phosphate, Xylulose 5-Phosphate",0.000304785870771207,0.0276386624408629,NA,0.0165608235695009,0.755575095912323,0.418200186626226,NA,0.140556470547348,NA,NA,NA,37.7987465150176,0.000165635908803293,0.00096196239343451,6,1,0
"Isobutyrylcarnitine",0.0854864871454195,0.00235174603314503,NA,0.0450730417698526,NA,0.638308087456033,NA,0.224481377813369,0.00130909806961998,NA,0.134433513846915,44.398928577707,5.10426830016711e-05,0.000359740411092191,7,2,0
"Isoleucine",7.84881005557736e-05,0.249700624089742,NA,0.0371829847580751,9.83881755178828e-07,0.000166159131557819,NA,0.996629366906935,0.0110474343361435,0.198028526115091,0.577774092039127,86.6862695254108,5.65162005649257e-11,1.82870277542224e-09,9,3,0
"Isoleucylalanine",0.0301374081639256,NA,NA,0.803644372925838,NA,NA,NA,NA,0.877634521784804,NA,NA,7.7022230936316,0.260740913784301,0.424876381094562,3,0,0
"Isoleucylarginine",0.052666276324844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88755989240868,0.052666276324844,0.124583933029527,1,0,0
"Isoleucylglutamate",0.145478969921586,NA,NA,0.571292100582167,NA,NA,NA,NA,0.520571338506486,NA,NA,6.28081344509468,0.392479542176898,0.556439936552247,3,0,0
"Isoleucylglycine",0.0459158398625032,NA,NA,NA,NA,NA,NA,NA,0.396531982690844,NA,NA,8.01188741007935,0.0911437127141574,0.19026775050467,2,0,0
"Isoleucylhistidine",0.0154689602915545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33783964940007,0.0154689602915545,0.0459504197513063,1,1,0
"Isoleucylisoleucine",0.112785963971677,NA,NA,NA,NA,NA,NA,0.986846463494154,0.623610969735455,NA,0.48695250062057,6.77464287448784,0.561130855621109,0.687006155665844,4,0,0
"Isoleucylmethionine",0.205401664254421,NA,NA,NA,NA,NA,NA,NA,0.80306618594463,NA,NA,3.60421204820953,0.46221055813674,0.61212831412715,2,0,0
"Isoleucylphenylalanine",0.0489869286103715,NA,NA,NA,NA,NA,NA,NA,0.911386426140179,NA,NA,6.21798014638507,0.183450060358223,0.327822001350197,2,0,0
"Isoleucylserine",0.222670310701329,NA,NA,0.751073932290076,NA,NA,NA,NA,0.262012481212279,NA,NA,6.25535470780017,0.395201548483239,0.556846971890847,3,0,0
"Isoleucyltryptophan",0.207187990859231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1482574589002,0.207187990859231,0.36168077017045,1,0,0
"Isoleucyltyrosine",0.0453542521839672,NA,NA,NA,NA,NA,NA,NA,0.874590458385509,NA,NA,6.45450178573025,0.167679808784084,0.305121747743284,2,0,0
"Isoleucylvaline",0.131375318310926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0593940537388,0.131375318310926,0.256521634460557,1,0,0
"Isovalerylcarnitine",0.971441109304635,3.6133766520674e-05,NA,0.0587600615798838,0.867760351158237,0.668088012233069,NA,0.175237844497303,0.0606074296744632,NA,0.62317381440785,37.3092080903807,0.00189671324367737,0.00795565832764674,8,1,0
"Kynurenine",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,792.960374560577,1.75533365252747e-153,1.59033228918989e-150,11,11,0
"Lactate",7.36737829245548e-05,4.82705539983641e-05,NA,0.370347159112062,0.0421675876654177,0.559708483206526,0.448153399788385,0.207638906497748,0.0132848321638881,0.886514697248677,0.611418121960886,63.0048960143334,2.41681014287149e-06,2.5168160798179e-05,10,2,0
"Laurate (12:0)",0.000300279156564547,0.446557237100607,0.0120508109988693,0.0673025693179058,0.170145052124769,0.251159775544236,NA,0.0129516073115061,0.443775961506013,0.583770808340125,NA,49.7683069215824,8.18173417063488e-05,0.0005294750827568,9,0,1
"Laurylcarnitine",0.141524180882245,0.610810523635144,NA,NA,NA,0.919796904405635,NA,NA,NA,NA,NA,5.06371110556536,0.535668081730125,0.672181831090711,3,0,0
"Leucine",1.69926327719949e-06,7.35949507371103e-05,0.918281857366446,0.130200357140039,3.02384548511725e-08,0.0015847483917284,NA,0.551890526148456,0.0340465965820336,0.457537116334128,0.640040108227475,107.780430216222,4.97875954162169e-14,4.10068740428113e-12,10,4,0
"Leucylalanine",0.0273382384565348,NA,NA,0.783323337316954,NA,NA,NA,NA,0.505164222017993,NA,NA,9.05310062536047,0.170613679986514,0.308980232407062,3,0,0
"Leucylarginine",0.00624503947572608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1519356285029,0.00624503947572608,0.0212753088587265,1,1,0
"Leucylasparagine",0.0405926807634616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40833501077658,0.0405926807634616,0.101313963558392,1,0,0
"Leucylglutamate",0.123772953263248,NA,NA,0.694363664401743,1.17770637686476e-08,NA,NA,NA,0.669191725555726,NA,NA,42.2257249549692,1.22834444361361e-06,1.37392600730114e-05,4,1,0
"Leucylglycine",0.13690111471182,NA,NA,0.450366564117858,NA,NA,NA,NA,0.988977640103783,NA,NA,5.59454680257119,0.470103890676317,0.61627136949302,3,0,0
"Leucylhistidine",0.00283390307254461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7322006798825,0.00283390307254461,0.0109583094615119,1,1,0
"Leucylleucine",0.00294029341664892,NA,NA,NA,NA,NA,NA,0.757419649798927,0.615191351399263,NA,0.231613543545443,16.1111813940567,0.040816129609354,0.101591795126579,4,1,0
"Leucylmethionine",0.00705345022911397,NA,NA,NA,NA,NA,NA,NA,0.806089792367382,NA,NA,10.3395970508599,0.035079711276343,0.0902485636516644,2,1,0
"Leucylphenylalanine",0.00409529546408516,NA,NA,NA,NA,NA,NA,NA,0.978297675100233,NA,NA,11.0397153917379,0.0261212754346504,0.0706444046083381,2,1,0
"Leucylserine",0.120120710855298,NA,NA,0.615014020148072,NA,NA,NA,NA,0.623835843751048,NA,NA,6.15447269717737,0.406110464388571,0.567463324230513,3,0,0
"Leucyltryptophan",0.0159783737094901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27303822838559,0.0159783737094901,0.0470207215418665,1,1,0
"Leucyltyrosine",0.000140600797255086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7391718164524,0.000140600797255086,0.000843604783530516,1,1,0
"Lidocaine",0.656842343349616,0.0038729392342538,NA,0.731986906692328,0.139774638013635,0.113860946012633,NA,0.207152273205452,0.785810240053846,NA,0.0900428194410607,29.2987154610088,0.0219979884491199,0.0611355139107444,8,1,0
"Linoleate (18:2N6)",8.70662554941504e-07,0.0151742327631317,NA,0.806931701816791,4.64231624253131e-08,0.05464925608781,NA,0.252408036123225,0.881650818278557,0.991846496171535,0.722673254627958,79.9692472379904,8.67610471403619e-10,2.12447320835589e-08,9,3,0
"Linolenate (18:3N3 Or 3N6)",5.11730942376332e-06,0.00681418191030581,NA,0.220052402815937,0.0313424804225846,0.439357162430801,NA,0.233655846147199,0.849420856562742,NA,0.495848335413023,50.5786715501901,1.8532683281506e-05,0.00015404230323894,8,2,0
"L-Urobilin",0.31148512631917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33280738093745,0.311485126319169,0.482402605889175,1,0,0
"Lysine",6.09576389365429e-10,0.00847841529300775,0.455153013990894,0.873043755457303,1.62042537388274e-06,4.63121952329892e-05,0.0157910375620951,0.422881692084629,0.105726577102766,0.00724547480299087,0.403000916142289,126.632752112493,1.07309538278675e-16,2.430561042012e-14,11,4,0
"Lysylleucine",0.0149904694869898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40068129469086,0.0149904694869898,0.0446755439316209,1,1,0
"Lysyllysine",0.00741760806290115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80779727452708,0.00741760806290115,0.024349104728219,1,1,0
"Lysylmethionine",0.0228018194588482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56182989075797,0.0228018194588482,0.0631756832713041,1,0,0
"Lysyltyrosine",0.88583647155999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242445829514915,0.88583647155999,0.924516731109515,1,0,0
"Malate",2.62762740677047e-07,3.14541599657492e-05,NA,0.0372803878443071,0.00146658814776823,0.58806346552033,0.36671933590277,0.0876667978872843,0.620723045679362,0.509856051005726,0.14090580117684,84.823099656958,5.87255679342455e-10,1.56486366318901e-08,10,3,0
"Malonylcarnitine",0.0185313044468312,NA,NA,0.564203777529561,NA,NA,NA,NA,NA,NA,NA,9.12126725948595,0.0581388266339486,0.136043419386089,2,1,0
"Maltohexaose",0.361346431686585,NA,NA,NA,NA,0.386939138937459,NA,NA,NA,NA,NA,3.93481199659927,0.414899968166912,0.57564987926374,2,0,0
"Maltopentaose",0.281125060831858,0.831837406785472,NA,0.513934982334471,NA,0.346353850524226,NA,NA,NA,NA,NA,6.35805357258029,0.607191657733057,0.727115788048334,4,0,0
"Maltose",0.865545769802381,0.00484180804092915,NA,0.66921325298664,0.0116462528359449,0.282455259478652,NA,0.603032772682234,6.914459886187e-05,NA,0.150600682217145,47.1434765670863,6.46810048134525e-05,0.000440608950082616,8,3,0
"Maltotetraose",0.0211479685116067,0.998589642173537,NA,0.41002360708286,0.643476209566259,0.299599746632582,NA,0.154320380909651,0.345745089585409,NA,0.237630178201577,21.5263181226998,0.15915506695152,0.2954805136436,8,0,1
"Maltotriose",0.208185214329852,0.45059645387605,NA,0.509165622795043,0.922598528859753,0.33062356268618,NA,0.549829482128314,0.001518638285956,NA,0.456441010910929,24.2024244294602,0.0851756071575558,0.181574353140578,8,1,0
"Mannose",2.68788512818308e-05,0.000386169753664234,NA,0.13876776759042,0.712055493163001,0.0678658230998097,NA,0.99846520718149,0.827256371378028,0.851226865860312,0.570317266477096,48.6039911528176,0.000122376871560088,0.000754241126758096,9,2,0
"Mannose-6-Phosphate",0.000134885892161041,9.32244530016391e-07,NA,0.00462214984852594,0.823884842231629,0.718038083808522,NA,0.173875426900314,2.34133813226123e-06,0.245276316674483,0.162628369288455,93.2689324299461,3.72037140173454e-12,1.60507451903404e-10,9,3,0
"Heptadecanoate (Margarate; 17:0)",0.00922555030155947,0.00587064294697726,NA,0.265487507539394,0.153676738681661,0.0133755140665439,NA,0.267922070662281,0.886008586511632,0.492421333789692,0.301528694353949,41.3647779955387,0.00135546681362899,0.00601986731935227,9,2,0
"Metformin",0.29108544252154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46827687599029,0.29108544252154,0.460556931151666,1,0,0
"Methionine",1.74277174469495e-07,0.0152524463760728,0.0122934296041284,0.1302466064047,6.85332501939584e-05,4.43892871067053e-05,1.93692439620641e-06,0.827755641363729,0.0095932019847631,0.0299231144627439,0.602486273909211,135.598631240563,2.37506430682251e-18,7.17269420660397e-16,11,5,0
"Methionylalanine",0.0319494320003657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8872017521659,0.0319494320003657,0.0836594953535588,1,0,0
"Methionylasparagine",0.0610392853337447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59247520047449,0.0610392853337447,0.140077276073535,1,0,0
"Methionylaspartate",0.113956725965181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34387299889879,0.113956725965181,0.227411439921706,1,0,0
"Methionylglutamate",0.972660376813017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554406103920295,0.972660376813017,0.976973726599328,1,0,0
"Methionylglycine",0.222223892356682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00813976239889,0.222223892356682,0.378448959539764,1,0,0
"Methionylleucine",0.0558600252141535,NA,NA,NA,NA,NA,NA,NA,0.669552016760125,NA,NA,6.57210537803263,0.16030348185166,0.297003997050315,2,0,0
"Methionylphenylalanine",0.690950081891316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739375396425526,0.690950081891316,0.794417226133925,1,0,0
"Methyl-Alpha-Glucopyranoside",7.94942116577602e-07,NA,NA,0.191819593143084,NA,0.227735563870576,NA,NA,NA,NA,0.872996175229914,34.6231814740818,3.13117328356088e-05,0.000244555430595358,4,1,0
"Methylphosphate",6.23851671122111e-06,0.00813259875766192,NA,0.00488334006047975,0.0136403384901759,0.802622409233429,NA,0.369033970070328,NA,NA,0.143388704417363,59.144452271521,1.65637238058712e-07,2.27374754062414e-06,7,2,1
"Metoprolol",0.639316105779689,0.542586290847044,NA,NA,0.340478197592577,NA,NA,0.91764139218522,0.947634537798959,NA,NA,4.55180710830895,0.919041067446165,0.944048987648782,5,0,0
"Metoprolol Acid Metabolite*",0.342695211765314,0.566863908610219,NA,NA,0.110034651323557,NA,NA,0.226528996640532,0.753816424810146,NA,NA,11.2259970560128,0.340184041524199,0.506086603646838,5,0,0
"Myo-Inositol",0.0124009411866033,3.66921519989738e-06,NA,0.0495434520081015,0.0110095134879834,0.0303982676800092,NA,0.397786847469905,0.376678855505602,0.295024376920857,0.538731030127995,63.3004468646229,5.92836863864677e-07,7.1614693154853e-06,9,1,2
"Myristate (14:0)",0.37841519925198,0.0319128744712973,NA,0.283255247070542,0.00608949260318781,0.674086031095476,NA,0.0545651096885647,0.967461847009883,0.930996348034322,0.361489723130429,30.4079308805975,0.0336643316242713,0.0871425270045424,9,1,0
"Myristoleate (14:1N5)",0.0670977686354826,0.00149727674529787,NA,0.422410870462666,0.168250246828104,0.725654071893588,NA,0.0219201642504996,0.426346472575216,NA,NA,33.6866492061676,0.00229126322501055,0.00926734143687301,7,1,0
"Myristoylcarnitine",0.141327294568354,NA,NA,NA,NA,0.959330202819101,NA,NA,NA,NA,NA,3.99639356773705,0.406494147268877,0.567463324230513,2,0,0
"N1-Methyl-2-Pyridone-5-Carboxamide",0.479450959742358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47022732725505,0.479450959742359,0.624112887250829,1,0,0
"1-Methyladenosine",0.111038261133415,5.5164709245048e-07,NA,0.0614386724507892,0.993614197397051,0.364743618087313,0.189582916357583,0.91141498174127,0.0564981665634914,NA,0.373419874134635,52.0544102053301,3.67020041384356e-05,0.000279428703776661,9,1,0
"N1-Methylguanosine",0.831102317020774,2.45963521026127e-05,NA,0.160591517224441,NA,NA,NA,0.397106175004551,0.127753390102801,NA,0.124896218320426,35.376566646257,0.000407809615542349,0.00211128863817924,6,1,0
"N2,N2-Dimethylguanosine",0.0130000319534592,0.510054938324548,NA,NA,NA,0.156209329602587,NA,0.953755997944969,0.336515823124721,NA,NA,16.0181122623226,0.0991150887898719,0.20424091566263,5,0,1
"N2-Acetyllysine",4.12804969314173e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1902407975923,4.12804969314173e-05,0.000306558444425115,1,1,0
"N2-Methylguanosine",0.601764531404886,NA,NA,NA,NA,0.146821962420094,NA,0.957166809406787,NA,NA,NA,4.94040243695882,0.551479426099821,0.683109272132472,3,0,0
"Acetyllysine",0.785680685068401,0.000154924260511446,NA,0.060811304331994,4.66168989445848e-05,2.09539714908225e-05,0.405898867759491,0.303492014724967,0.214481243756443,NA,0.940892120501869,72.5099988175699,1.69184204212624e-08,2.83853498178959e-07,9,3,0
"N6-Carbamoylthreonyladenosine",0.928548734197333,NA,NA,NA,NA,0.0805989392679995,NA,NA,NA,NA,NA,5.18480440510075,0.268855535437715,0.434194501081229,2,0,0
"N-6-Trimethyllysine",0.00033513767820792,NA,NA,NA,NA,NA,NA,NA,NA,0.116484423308044,NA,20.3019337025384,0.000435315003047978,0.0022282225579744,2,1,0
"N-Acetyl-L-Alanine",0.319596792253605,1.39726089929404e-05,NA,2.94730119443365e-05,0.863653098743487,0.00416639362329319,0.0195176418304488,0.119746654788822,0.0765144122023886,NA,0.198176274878207,77.2522377643032,2.58098379754614e-09,5.31448027403818e-08,9,3,0
"N-Acetylarginine",0.00026990375965763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4348902164405,0.00026990375965763,0.00145824061390366,1,1,0
"N-Acetylasparagine",7.87605295093918e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8981971622818,7.87605295093918e-05,0.000513359998097187,1,1,0
"N-Acetylaspartate (Naa)",0.0438600936077684,0.487895244989316,NA,0.900168709398005,0.161565829050441,0.0285872677614099,NA,0.604604123258183,0.871634335103109,0.000758610009496508,0.217391743335822,37.3557163387405,0.00470878321230671,0.0167958960249995,9,0,0
"N-Acetyl-Aspartyl-Glutamate",0.00300780069597887,0.0291973587212813,NA,0.964339236491608,0.00452215793969959,0.627522654187386,NA,0.623630972553471,0.99021272097572,NA,0.605710951739652,32.4493222738538,0.00873511115571275,0.028264323953842,8,0,2
"N-Acetylglucosamine",0.0547743615981255,0.00348795386138878,NA,NA,NA,NA,NA,0.549432468280885,0.273059443394112,0.260683640965429,0.810824624063157,24.0281188601861,0.0201626360334472,0.0575955871996114,6,1,0
"N-Acetylglucosamine 6-Phosphate",3.81237531512646e-05,3.07431553872028e-05,NA,0.28112676832982,1.26001209466153e-09,0.861705837554994,NA,NA,0.310074873322246,NA,NA,87.2907862141246,1.64825406272216e-13,1.06665584344734e-11,6,3,0
